Drug	Disease
DB01076	C0020538
DB01076	C0038454
DB01076	C0342882
DB01076	C0020474
DB01076	C0003850
DB01076	C0020479
DB01076	C0342881
DB01076	C0002963
DB01076	C0020557
DB01077	C0029401
DB01077	C0149911
DB01077	C0029396
DB01080	C2711653
DB01080	C0037769
DB01081	C0011991
DB01082	C0032064
DB01082	C0577708
DB01082	C0276026
DB01082	C0577709
DB01082	C0007947
DB01082	C0854528
DB01082	C0749958
DB01082	C0520775
DB01082	C0006309
DB01082	C0275959
DB01082	C0018190
DB01082	C0729524
DB01082	C0041351
DB01082	C0041327
DB01083	C0028754
DB01084	C0009766
DB01084	C0042109
DB01084	C0033774
DB01085	C0043352
DB01085	C0017612
DB01085	C0028840
DB01086	C0152030
DB01086	C0010200
DB01086	C0242429
DB01086	C0033774
DB01086	C0235339
DB01086	C0040247
DB01086	C0040252
DB01086	C0040259
DB01087	C0024537
DB01088	C2973725
DB01091	C0040252
DB01091	C0040262
DB01091	C0040259
DB01091	C1384589
DB01093	C0282488
DB01095	C0020474
DB01095	C0342882
DB01095	C0020443
DB01095	C0003850
DB01096	C0036323
DB01097	C0003873
DB01097	C0003872
DB01098	C0342882
DB01098	C0038454
DB01098	C0020474
DB01098	C0342881
DB01098	C0003850
DB01098	C0020443
DB01098	C0020557
DB01098	C0020479
DB01100	C0040517
DB01101	C1282500
DB01101	C0024623
DB01101	C0278488
DB01103	C0017536
DB01104	C0520676
DB01104	C0011581
DB01104	C0031572
DB01104	C0028768
DB01104	C0030319
DB01104	C0038436
DB01105	C0028754
DB01106	C0009766
DB01107	C0917801
DB01108	C0001622
DB01109	C0149871
DB01109	C0542269
DB01109	C0012739
DB01109	C0564750
DB01110	C0011974
DB01110	C0040259
DB01110	C0700345
DB01110	C0040262
DB01110	C0040252
DB01110	C1384589
DB01110	C0006846
DB01110	C0919659
DB01110	C0040261
DB01111	C0948205
DB01111	C0854135
DB01111	C0022729
DB01112	C0520775
DB01112	C0155804
DB01112	C0276026
DB01112	C0152965
DB01112	C0854324
DB01112	C0744451
DB01112	C0275665
DB01112	C0014836
DB01112	C1318973
DB01112	C0554628
DB01112	C0684256
DB01112	C0271429
DB01112	C0275804
DB01112	C0149725
DB01112	C0021099
DB01112	C0276088
DB01112	C0729586
DB01112	C1997728
DB01112	C0004626
DB01112	C2242472
DB01112	C0018081
DB01112	C0343402
DB01112	C0024198
DB01112	C0032308
DB01112	C0014347
DB01112	C0577708
DB01112	C0153196
DB01112	C0153195
DB01112	C0085437
DB01112	C0149966
DB01112	C0035468
DB01112	C0276089
DB01112	C0275652
DB01112	C0152964
DB01112	C0157749
DB01112	C0178299
DB01112	C0154640
DB01112	C0154639
DB01112	C0856695
DB01113	C0085096
DB01113	C0917798
DB01114	C0042109
DB01114	C0343065
DB01114	C0027424
DB01114	C0035460
DB01114	C0392171
DB01114	C1260880
DB01114	C0009766
DB01114	C0037383
DB01114	C0018621
DB01114	C2607914
DB01114	C0009443
DB01114	C0033774
DB01115	C0002963
DB01115	C0020538
DB01115	C0002962
DB01116	C0745136
DB01116	C0034063
DB01117	C0024535
DB01118	C0042510
DB01119	C0020459
DB01119	C0021670
DB01119	C0027773
DB01119	C0745138
DB01119	C0745136
DB01120	C0011860
DB01121	C0014544
DB01121	C2711653
DB01122	C0026896
DB01124	C0011860
DB01126	C1739363
DB01127	C0006846
DB01127	C0040259
DB01127	C0040262
DB01127	C1384589
DB01127	C0040252
DB01128	C0936223
DB01129	C0027662
DB01129	C0043515
DB01129	C0221013
DB01129	C0017168
DB01129	C0013295
DB01129	C0030920
DB01130	C0011615
DB01130	C0033777
DB01130	C0033775
DB01130	C0024138
DB01130	C0149922
DB01130	C0079773
DB01130	C0011616
DB01130	C0085074
DB01130	C0015230
DB01130	C0406326
DB01130	C0036508
DB01130	C0406317
DB01131	C0024535
DB01132	C0011860
DB01133	C0029401
DB01136	C0264716
DB01136	C0020538
DB01137	C0339932
DB01137	C1318973
DB01137	C0577708
DB01137	C0343402
DB01137	C0877633
DB01137	C0554628
DB01137	C0155804
DB01137	C0339959
DB01137	C0749958
DB01137	C0155862
DB01137	C0520775
DB01137	C0857846
DB01137	C0748196
DB01137	C0003175
DB01137	C0856695
DB01137	C0034186
DB01137	C0004626
DB01137	C0009768
DB01137	C0032302
DB01137	C0178299
DB01137	C0729524
DB01137	C0032308
DB01137	C0577709
DB01137	C0276026
DB01137	C0857831
DB01138	C0740394
DB01138	C0268108
DB01139	C0520767
DB01139	C0152965
DB01139	C0554628
DB01139	C3665800
DB01139	C0032285
DB01139	C0032308
DB01139	C0577709
DB01139	C0042029
DB01139	C1318973
DB01139	C0684256
DB01139	C0014836
DB01139	C0276088
DB01139	C0157749
DB01139	C0178299
DB01139	C0343402
DB01139	C0152964
DB01139	C0520775
DB01139	C0276026
DB01139	C0035468
DB01139	C2242472
DB01139	C1997728
DB01139	C0149725
DB01139	C0577708
DB01140	C0042029
DB01140	C0554628
DB01140	C0577709
DB01140	C0520775
DB01140	C0577708
DB01140	C0178299
DB01140	C0040425
DB01140	C0275804
DB01140	C1318973
DB01141	C0877445
DB01141	C0153252
DB01141	C0349009
DB01141	C0239295
DB01141	C2062982
DB01142	C0005587
DB01142	C0270458
DB01142	C0003467
DB01142	C0011581
DB01142	C0917801
DB01142	C0033774
DB01142	C0149922
DB01144	C0017612
DB01144	C0017605
DB01144	C0149893
DB01146	C0027424
DB01146	C0035460
DB01146	C0009766
DB01146	C2607914
DB01146	C0042109
DB01146	C0033774
DB01146	C0343065
DB01146	C0037383
DB01146	C1260880
DB01147	C0154640
DB01147	C0032308
DB01147	C0031350
DB01147	C0178299
DB01147	C0152965
DB01147	C0149725
DB01147	C1318973
DB01147	C0037199
DB01148	C0085606
DB01148	C0028734
DB01148	C0042024
DB01148	C0241310
DB01148	C0042023
DB01148	C0013428
DB01149	C1269683
DB01150	C0271429
DB01150	C0041912
DB01150	C0275556
DB01150	C0554628
DB01150	C0856695
DB01150	C0275804
DB01150	C0729586
DB01150	C0339932
DB01150	C0178299
DB01150	C1318973
DB01150	C0040425
DB01150	C0006277
DB01151	C0011581
DB01153	C0040259
DB01155	C0519030
DB01155	C0339933
DB01155	C0032302
DB01155	C0004626
DB01155	C0857831
DB01155	C0276026
DB01155	C0339959
DB01155	C0856695
DB01155	C0155862
DB01156	C0028043
DB01156	C0011581
DB01156	C1269683
DB01156	C0085159
DB01156	C0028754
DB01158	C0042510
DB01158	C0085612
DB01160	C0156543
DB01160	C0549315
DB01160	C0000810
DB01162	C1739363
DB01162	C0020538
DB01164	C0020621
DB01164	C0151714
DB01164	C1704431
DB01164	C0018790
DB01164	C0151940
DB01164	C0020598
DB01164	C0020461
DB01165	C0034186
DB01165	C0749955
DB01165	C0003175
DB01165	C0041466
DB01165	C1260917
DB01165	C0577708
DB01165	C0021355
DB01165	C0276088
DB01165	C0013371
DB01165	C0155440
DB01165	C0018081
DB01165	C0600041
DB01165	C0554628
DB01165	C0749958
DB01165	C0276026
DB01165	C0577709
DB01165	C0032308
DB01165	C0155860
DB01165	C0729524
DB01165	C1112709
DB01165	C0014836
DB01165	C0157749
DB01165	C0339959
DB01165	C0520775
DB01165	C0007947
DB01165	C1096258
DB01165	C2242472
DB01165	C0341834
DB01165	C0155804
DB01165	C0276089
DB01165	C0275665
DB01165	C1263758
DB01165	C0275652
DB01165	C0275982
DB01165	C1318973
DB01165	C0153195
DB01165	C0029878
DB01165	C0877633
DB01165	C0856695
DB01165	C0035468
DB01165	C0153196
DB01165	C0343402
DB01165	C0004626
DB01165	C1720797
DB01165	C0014347
DB01165	C0520777
DB01165	C0010692
DB01165	C0392618
DB01165	C0395818
DB01165	C0042029
DB01165	C0032285
DB01165	C0033581
DB01165	C0339932
DB01165	C0155862
DB01165	C1112209
DB01165	C0149725
DB01165	C0006277
DB01165	C0277528
DB01165	C0032302
DB01165	C0857846
DB01165	C0275556
DB01165	C0857831
DB01165	C1278807
DB01165	C0158371
DB01165	C0748196
DB01165	C0178299
DB01165	C0949083
DB01165	C0853852
DB01165	C0009768
DB01165	C0243001
DB01166	C0021775
DB01167	C0877445
DB01167	C1274469
DB01167	C0153252
DB01167	C0239295
DB01167	C1274470
DB01167	C0276758
DB01167	C0004030
DB01167	C0919659
DB01167	C0276653
DB01167	C0005716
DB01167	C0019655
DB01168	C0019829
DB01169	C0023479
DB01169	C0023487
DB01170	C0020538
DB01171	C0011581
DB01172	C2242472
DB01172	C0178299
DB01172	C0004626
DB01172	C0025289
DB01172	C0042029
DB01172	C1112209
DB01172	C0157749
DB01172	C0684256
DB01172	C0008311
DB01173	C0026838
DB01173	C0242422
DB01174	C0234974
DB01174	C0270425
DB01174	C0042376
DB01174	C0238111
DB01174	C0014544
DB01174	C0494475
DB01174	C0009088
DB01174	C0149931
DB01174	C0014549
DB01174	C2711653
DB01175	C1269683
DB01175	C0270549
DB01176	C0010200
DB01176	C0018621
DB01176	C0026603
DB01176	C1260880
DB01176	C2607914
DB01176	C0027424
DB01176	C0035460
DB01176	C0009766
DB01176	C0009443
DB01176	C0037383
DB01177	C0023467
DB01177	C0023487
DB01178	C0003467
DB01179	C0009663
DB01181	C1336708
DB01182	C0235480
DB01182	C0741292
DB01182	C0030590
DB01183	C0412850
DB01183	C0524662
DB01183	C0030193
DB01183	C0267511
DB01184	C0027498
DB01185	C0028326
DB01185	C1562029
DB01185	C0151721
DB01185	C0010417
DB01185	C0022735
DB01185	C0342527
DB01185	C0034012
DB01185	C2936781
DB01186	C0242422
DB01188	C0423775
DB01188	C0040252
DB01188	C0040261
DB01188	C1384589
DB01188	C0040262
DB01188	C0040259
DB01188	C0036508
DB01188	C0006846
DB01190	C0155862
DB01190	C0152964
DB01190	C0684256
DB01190	C1997728
DB01190	C0178299
DB01190	C0152965
DB01190	C0343500
DB01190	C0157749
DB01190	C0032290
DB01190	C1112209
DB01190	C0032308
DB01190	C0242172
DB01190	C0554628
DB01190	C1318973
DB01190	C0152967
DB01190	C2242472
DB01190	C0014013
DB01190	C0001144
DB01190	C0085166
DB01191	C0028754
DB01192	C0030193
DB01192	C0150055
DB01192	C0278140
DB01192	C0474368
DB01193	C0020538
DB01193	C0151636
DB01194	C0028840
DB01194	C0017612
DB01195	C0741292
DB01195	C0235480
DB01196	C0033578
DB01197	C0264716
DB01197	C0020538
DB01197	C0011881
DB01198	C0917801
DB01200	C0030568
DB01200	C0001206
DB01200	C0030567
DB01200	C0020514
DB01201	C0041327
DB01202	C0234974
DB01202	C2711653
DB01203	C0002962
DB01203	C0020538
DB01204	C0023467
DB01204	C0936223
DB01204	C0751967
DB01206	C0019829
DB01206	C0006118
DB01208	C0032302
DB01208	C0877633
DB01208	C0857831
DB01208	C0032285
DB01208	C0276026
DB01208	C0339932
DB01208	C0339959
DB01209	C0030193
DB01210	C0028840
DB01210	C0017612
DB01211	C0155804
DB01211	C1318973
DB01211	C0275556
DB01211	C0729586
DB01211	C2733595
DB01211	C0343378
DB01211	C0339959
DB01211	C0271429
DB01211	C0032302
DB01211	C0004626
DB01211	C0856695
DB01211	C0554628
DB01211	C0178299
DB01211	C0857831
DB01211	C0339932
DB01211	C0339933
DB01211	C0155862
DB01211	C0275804
DB01211	C0276026
DB01211	C0877633
DB01212	C0085394
DB01212	C1260917
DB01212	C0276089
DB01212	C0744451
DB01212	C0154640
DB01212	C0007947
DB01212	C0153195
DB01212	C0153227
DB01212	C0178299
DB01212	C0860048
DB01212	C1096258
DB01212	C0157749
DB01212	C0152965
DB01212	C1719906
DB01212	C0153225
DB01212	C0035468
DB01212	C0276088
DB01212	C0520775
DB01212	C1112209
DB01212	C0154639
DB01212	C0025294
DB01212	C0014179
DB01212	C1692886
DB01212	C0153216
DB01212	C0149725
DB01212	C0577708
DB01212	C0152486
DB01212	C0684256
DB01212	C0338395
DB01212	C0276026
DB01212	C0032308
DB01212	C0242172
DB01212	C0149966
DB01212	C0877633
DB01212	C0018081
DB01212	C1263758
DB01212	C0554628
DB01212	C0004626
DB01212	C0014836
DB01212	C0275652
DB01212	C2242472
DB01212	C0275665
DB01212	C0152964
DB01212	C0153196
DB01212	C2028293
DB01212	C0025295
DB01212	C0577709
DB01212	C0854324
DB01212	C0085437
DB01212	C0014347
DB01212	C0343402
DB01212	C0729586
DB01213	C0261439
DB01213	C0413194
DB01214	C0017612
DB01214	C0028840
DB01216	C1739363
DB01216	C4083212
DB01217	C1562029
DB01218	C0024535
DB01219	C0024591
DB01219	C0026838
DB01219	C1562430
DB01220	C0019151
DB01220	C0348898
DB01220	C1262211
DB01222	C0010346
DB01222	C0004096
DB01222	C2607914
DB01222	C1960764
DB01223	C0024115
DB01223	C0038218
DB01223	C1273489
DB01223	C0004096
DB01223	C0006277
DB01223	C0034067
DB01223	C4038730
DB01223	C0006266
DB01223	C0347950
DB01224	C0036341
DB01224	C0005587
DB01224	C0005586
DB01224	C0338873
DB01224	C0270425
DB01225	C0149871
DB01227	C0524662
DB01228	C0151636
DB01229	C0036220
DB01229	C0017612
DB01229	C0278488
DB01229	C1140680
DB01229	C0028840
DB01229	C0007131
DB01229	C0020538
DB01229	C0678222
DB01229	C0346976
DB01231	C0042571
DB01232	C0019693
DB01233	C0017168
DB01233	C0401160
DB01233	C0267176
DB01234	C0022548
DB01234	C0009766
DB01234	C0339507
DB01234	C0011608
DB01234	C0005743
DB01234	C0010032
DB01234	C0015230
DB01234	C0349790
DB01234	C0149911
DB01234	C0406326
DB01234	C0004096
DB01234	C0002880
DB01234	C2607914
DB01234	C0345468
DB01234	C0002994
DB01234	C0033775
DB01234	C0026948
DB01234	C0014488
DB01234	C0259799
DB01234	C0039520
DB01234	C0035439
DB01234	C0151467
DB01234	C0021390
DB01234	C0015397
DB01234	C0022073
DB01234	C0854211
DB01234	C0038013
DB01234	C0024138
DB01234	C0154301
DB01234	C0149922
DB01234	C1275687
DB01234	C0010346
DB01234	C0040896
DB01234	C0010543
DB01234	C0001403
DB01234	C0014742
DB01234	C0701163
DB01234	C0011615
DB01234	C0010043
DB01234	C0019829
DB01234	C0041321
DB01234	C0036830
DB01234	C0011606
DB01234	C0033860
DB01234	C0006114
DB01234	C0085074
DB01234	C0406317
DB01234	C0033777
DB01234	C0036508
DB01234	C0005138
DB01234	C0003873
DB01234	C0036202
DB01234	C0040147
DB01234	C0026764
DB01234	C0024301
DB01234	C0011616
DB01234	C0729587
DB01234	C0037274
DB01234	C0024305
DB01234	C0030807
DB01234	C0022081
DB01234	C0242459
DB01234	C0023449
DB01234	C0002875
DB01234	C1320547
DB01234	C0022568
DB01234	C0079773
DB01234	C0026769
DB01234	C0006444
DB01234	C0029878
DB01234	C0035854
DB01234	C0024141
DB01234	C1260899
DB01234	C0026857
DB01234	C0003868
DB01234	C0027726
DB01234	C0423234
DB01234	C0023052
DB01234	C0003872
DB01234	C0042164
DB01234	C0079744
DB01234	C0042165
DB01234	C0395818
DB01234	C0006413
DB01234	C0405580
DB01234	C0339293
DB01234	C0339498
DB01235	C0030568
DB01235	C0242422
DB01235	C0030567
DB01237	C1260880
DB01237	C0010200
DB01237	C0009443
DB01237	C0027424
DB01238	C0270425
DB01238	C0004352
DB01238	C0236780
DB01238	C0036341
DB01238	C0338873
DB01239	C0036341
DB01240	C2973725
DB01240	C0020542
DB01240	C1260880
DB01240	C0010200
DB01240	C0027424
DB01240	C2607914
DB01240	C0035455
DB01240	C0009443
DB01241	C0020557
DB01242	C0028768
DB01243	C0423775
DB01243	C0036508
DB01244	C0002962
DB01246	C0037383
DB01246	C1260880
DB01246	C2607914
DB01246	C0009766
DB01246	C0002994
DB01246	C0027424
DB01246	C0343065
DB01246	C0042109
DB01246	C0033774
DB01247	C1269683
DB01248	C0278996
DB01248	C0678222
DB01248	C0007131
DB01248	C0278488
DB01248	C0024623
DB01248	C0376358
DB01250	C3697010
DB01251	C0011860
DB01252	C0011860
DB01253	C0032797
DB01254	C0279543
DB01254	C1960397
DB01254	C0005699
DB01254	C0023474
DB01254	C0023472
DB01255	C1263846
DB01255	C0596170
DB01256	C0021099
DB01256	C0342985
DB01257	C0024790
DB01257	C2919522
DB01260	C0406317
DB01260	C0036508
DB01260	C0010346
DB01260	C0029878
DB01260	C0085074
DB01260	C0079773
DB01260	C0033777
DB01260	C2607914
DB01260	C1960764
DB01260	C0015230
DB01260	C0033775
DB01260	C0024138
DB01260	C0149922
DB01260	C0406326
DB01260	C0011616
DB01260	C0004096
DB01261	C0011860
DB01262	C0023467
DB01263	C0004030
DB01263	C0276758
DB01263	C0008582
DB01263	C0024449
DB01263	C0009186
DB01263	C0006840
DB01264	C0019693
DB01265	C0524909
DB01266	C0009663
DB01266	C0343730
DB01267	C0036337
DB01267	C0036341
DB01267	C0033975
DB01268	C0238198
DB01268	C0007134
DB01269	C0346974
DB01270	C0271084
DB01270	C0339498
DB01270	C0339507
DB01270	C0730285
DB01270	C0011884
DB01271	C0026705
DB01272	C0342751
DB01274	C0024117
DB01274	C0008677
DB01274	C0034067
DB01275	C0264716
DB01275	C0020538
DB01277	C0271568
DB01279	C0026709
DB01280	C1961099
DB01280	C1292758
DB01281	C0003873
DB01281	C3495559
DB01282	C0032897
DB01282	C0042135
DB01283	C0029408
DB01285	C0037769
DB01285	C0581392
DB01285	C0038325
DB01289	C0011860
DB01291	C0024115
DB01291	C0006267
DB01291	C0034067
DB01291	C0004096
DB01291	C0006277
DB01291	C0347950
DB01294	C0013395
DB01294	C0011991
DB01306	C0011849
DB01307	C0011849
DB01309	C0011849
DB01319	C0019693
DB01320	C0038220
DB01320	C2711653
DB01320	C0014544
DB01324	C0020538
DB01326	C0341503
DB01326	C1260917
DB01326	C0042029
DB01326	C0276088
DB01326	C0157749
DB01326	C0854324
DB01326	C0684256
DB01326	C0032285
DB01326	C2242472
DB01326	C0032308
DB01326	C0031154
DB01326	C0014836
DB01326	C0729524
DB01326	C0149725
DB01326	C1318973
DB01326	C0276089
DB01326	C1997728
DB01326	C0276026
DB01326	C0178299
DB01326	C0343402
DB01326	C0554628
DB01326	C0749958
DB01326	C0014347
DB01326	C0520775
DB01326	C0577709
DB01326	C0152965
DB01326	C0577708
DB01326	C1112209
DB01326	C0152964
DB01327	C0157749
DB01327	C0149725
DB01327	C0032308
DB01327	C1279247
DB01327	C2242472
DB01327	C0178299
DB01327	C0684256
DB01327	C0004626
DB01327	C0008311
DB01328	C0520775
DB01328	C0042029
DB01328	C0276088
DB01328	C1318973
DB01328	C0343402
DB01328	C0149725
DB01328	C0577709
DB01328	C0276026
DB01328	C1997728
DB01328	C0276089
DB01328	C0577708
DB01328	C0152964
DB01328	C0684256
DB01328	C0554628
DB01328	C0157749
DB01328	C2242472
DB01328	C0178299
DB01328	C0032285
DB01330	C0577709
DB01330	C1263758
DB01330	C1112209
DB01330	C0276026
DB01330	C0004626
DB01330	C0276089
DB01330	C0343402
DB01330	C0032308
DB01330	C1318973
DB01330	C0178299
DB01330	C0684256
DB01330	C0014836
DB01330	C0014179
DB01330	C0149725
DB01330	C0520775
DB01330	C0242172
DB01330	C1260917
DB01330	C1997728
DB01330	C0577708
DB01330	C0554628
DB01330	C0153196
DB01331	C0684256
DB01331	C2887088
DB01331	C0243001
DB01331	C0392618
DB01331	C0032308
DB01331	C0014179
DB01331	C1263758
DB01331	C0035468
DB01331	C0153196
DB01331	C0520775
DB01331	C0031154
DB01331	C1112209
DB01331	C0242172
DB01331	C0157749
DB01331	C0554628
DB01331	C0276088
DB01331	C0276089
DB01331	C0343402
DB01331	C0577709
DB01331	C1997728
DB01331	C0349734
DB01331	C0004626
DB01331	C0024110
DB01331	C0276064
DB01331	C1318973
DB01331	C0014836
DB01331	C0152964
DB01331	C0018081
DB01331	C2242472
DB01331	C0153195
DB01331	C0276026
DB01331	C0178299
DB01331	C0577708
DB01332	C0554628
DB01332	C0577709
DB01332	C0275665
DB01332	C0577708
DB01332	C0035468
DB01332	C0152964
DB01332	C0276089
DB01332	C0014836
DB01332	C0085394
DB01332	C0042029
DB01332	C0032285
DB01332	C0025289
DB01332	C0152973
DB01332	C0157749
DB01332	C1096258
DB01332	C0153195
DB01332	C0684256
DB01332	C2242472
DB01332	C0275652
DB01332	C0520775
DB01332	C0032308
DB01332	C1997728
DB01332	C0178299
DB01332	C1260917
DB01332	C0153196
DB01332	C0343402
DB01332	C0149725
DB01332	C0729524
DB01332	C2887088
DB01332	C0014347
DB01332	C0154639
DB01332	C0018081
DB01332	C1112209
DB01332	C0276026
DB01332	C1318973
DB01332	C0341503
DB01332	C0276064
DB01332	C0276088
DB01333	C2242472
DB01333	C0042029
DB01333	C0276026
DB01333	C0041912
DB01333	C0178299
DB01333	C0577708
DB01333	C0554628
DB01333	C0343402
DB01333	C0275804
DB01333	C0033581
DB01333	C0157749
DB01333	C0040425
DB01333	C0032308
DB01333	C0031350
DB01333	C1318973
DB01333	C0729586
DB01333	C0032285
DB01333	C0749958
DB01333	C0577709
DB01333	C0149725
DB01333	C0520775
DB01333	C0271429
DB01340	C0020538
DB01344	C0020461
DB01348	C0020538
DB01349	C0020538
DB01351	C0014544
DB01351	C0917801
DB01351	C0038220
DB01351	C0231403
DB01352	C0231403
DB01352	C0917801
DB01353	C0917801
DB01353	C0231403
DB01356	C0005586
DB01356	C0338873
DB01356	C0270425
DB01356	C0393735
DB01356	C0030193
DB01356	C0015967
DB01356	C0029408
DB01356	C0003873
DB01356	C0013390
DB01357	C0025323
DB01357	C0014175
DB01357	C0271578
DB01359	C0020538
DB01361	C0155862
DB01364	C0037195
DB01364	C0006277
DB01364	C0393735
DB01364	C0009766
DB01364	C1260880
DB01364	C0392171
DB01364	C2607914
DB01364	C0018621
DB01364	C0006266
DB01364	C0035460
DB01364	C0020649
DB01364	C0035455
DB01364	C0027424
DB01364	C0037383
DB01364	C0009443
DB01365	C0020649
DB01367	C0030567
DB01369	C0554628
DB01377	C0426639
DB01377	C0020598
DB01377	C0009806
DB01377	C0029456
DB01377	C0013395
DB01377	C0151723
DB01380	C0423234
DB01380	C1275687
DB01380	C0085074
DB01380	C0151467
DB01380	C0030807
DB01380	C0004096
DB01380	C1260899
DB01380	C0006444
DB01380	C0036202
DB01380	C0024141
DB01380	C1274321
DB01380	C0035854
DB01380	C0015230
DB01380	C0009766
DB01380	C0002880
DB01380	C0079773
DB01380	C0040259
DB01380	C0024301
DB01380	C0036830
DB01380	C0029878
DB01380	C0026948
DB01380	C0021390
DB01380	C0001627
DB01380	C2894027
DB01380	C0039503
DB01380	C0395818
DB01380	C0033246
DB01380	C0033775
DB01380	C0033777
DB01380	C0011608
DB01380	C0406326
DB01380	C0036508
DB01380	C0042164
DB01380	C0003868
DB01380	C0039103
DB01380	C0019112
DB01380	C0001403
DB01380	C0006114
DB01380	C0014742
DB01380	C0010032
DB01380	C0149911
DB01380	C0037274
DB01380	C0010043
DB01380	C0017563
DB01380	C0015397
DB01380	C0026857
DB01380	C0011606
DB01380	C0022568
DB01380	C0014488
DB01380	C0027726
DB01380	C0854211
DB01380	C0022073
DB01380	C0149922
DB01380	C0002875
DB01380	C0019829
DB01380	C0040147
DB01380	C0023052
DB01380	C0345468
DB01380	C0039520
DB01380	C0023449
DB01380	C0005138
DB01380	C0406317
DB01380	C0729587
DB01380	C0701163
DB01380	C0038013
DB01380	C0040252
DB01380	C0005743
DB01380	C0024138
DB01380	C0242459
DB01380	C0154301
DB01380	C0033860
DB01380	C0405580
DB01380	C0040896
DB01380	C2937222
DB01380	C0011616
DB01380	C1384589
DB01380	C0849907
DB01380	C0003873
DB01380	C2607914
DB01380	C0041321
DB01380	C0024305
DB01380	C0001144
DB01380	C0026769
DB01380	C0022081
DB01380	C0009324
DB01380	C0004364
DB01380	C3875321
DB01380	C0035439
DB01380	C0010346
DB01380	C0003872
DB01380	C0038218
DB01380	C0010543
DB01380	C0038363
DB01380	C0002994
DB01380	C1761609
DB01380	C0021355
DB01382	C0011860
DB01393	C0020473
DB01393	C0020443
DB01394	C0031069
DB01394	C0018099
DB01394	C0268108
DB01395	C0221392
DB01395	C0600142
DB01395	C0520676
DB01395	C0001144
DB01395	C0156393
DB01397	C0004604
DB01397	C0003873
DB01397	C0015967
DB01397	C0262633
DB01397	C0030193
DB01397	C0029408
DB01397	C0013390
DB01397	C0039103
DB01397	C0003862
DB01397	C0006444
DB01397	C0393735
DB01399	C0003873
DB01399	C0029408
DB01400	C0026896
DB01400	C0080274
DB01406	C0014175
DB01406	C0016034
DB01409	C0008677
DB01409	C0034067
DB01409	C0004096
DB01410	C0004096
DB01410	C0018621
DB01410	C2607914
DB01411	C2607914
DB01411	C0004096
DB01413	C0748196
DB01413	C0520775
DB01413	C1318973
DB01413	C0155860
DB01413	C1112209
DB01413	C0004626
DB01413	C0554628
DB01413	C0577708
DB01413	C0343402
DB01413	C0577709
DB01413	C1096258
DB01413	C0155862
DB01415	C0040425
DB01415	C0271429
DB01415	C0729586
DB01415	C0275804
DB01416	C0178299
DB01416	C0729586
DB01416	C0153195
DB01416	C0275804
DB01416	C0276026
DB01416	C0155862
DB01416	C0155804
DB01416	C0339932
DB01416	C0520775
DB01416	C0275665
DB01416	C0004626
DB01416	C0040425
DB01416	C0577709
DB01416	C0577708
DB01416	C0018081
DB01416	C0856695
DB01416	C0271429
DB01416	C1318973
DB01416	C0031350
DB01416	C0275652
DB01416	C0554628
DB01420	C0010417
DB01420	C0022735
DB01420	C0034012
DB01420	C0151721
DB01420	C0342527
DB01420	C1562029
DB01421	C0002440
DB01421	C0019147
DB01427	C0581377
DB01429	C0428974
DB01429	C0085612
DB01430	C0024117
DB01432	C0020473
DB01432	C0020443
DB01433	C0524662
DB01435	C0729586
DB01436	C0035086
DB01436	C0020502
DB01436	C0020626
DB01436	C0342634
DB01437	C0917801
DB01438	C0013428
DB01440	C0751362
DB01440	C0027404
DB01452	C0278140
DB01501	C0011991
DB01545	C0003467
DB01545	C0011581
DB01550	C0028754
DB01551	C2607914
DB01551	C0035455
DB01551	C0009443
DB01551	C1260880
DB01551	C0027424
DB01551	C0030193
DB01551	C0010200
DB01563	C0917801
DB01576	C0027404
DB01576	C1263846
DB01577	C1263846
DB01577	C0028754
DB01579	C0028754
DB01580	C0020538
DB01580	C0085612
DB01580	C0003467
DB01586	C0008350
DB01586	C0008312
DB01588	C0003467
DB01588	C0917801
DB01589	C0917801
DB01590	C0007134
DB01590	C0678222
DB01590	C1562029
DB01590	C0241961
DB01590	C0041341
DB01591	C0403643
DB01591	C0085606
DB01591	C0042023
DB01591	C0150045
DB01592	C0162316
DB01592	C0158996
DB01592	C0151482
DB01595	C0917801
DB01595	C0014550
DB01597	C0004626
DB01597	C1112209
DB01597	C0031154
DB01597	C0276089
DB01597	C0276026
DB01597	C1263758
DB01597	C0243001
DB01597	C1096258
DB01597	C0856695
DB01597	C0684256
DB01597	C0178299
DB01597	C0343402
DB01597	C0149725
DB01597	C2242472
DB01597	C0242172
DB01597	C0014179
DB01597	C0157749
DB01597	C0744130
DB01598	C0276089
DB01598	C0014179
DB01598	C0744130
DB01598	C1112209
DB01598	C0178299
DB01598	C0343402
DB01598	C0157749
DB01598	C0243001
DB01598	C0149725
DB01598	C1096258
DB01598	C1263758
DB01598	C0004626
DB01598	C0684256
DB01598	C2242472
DB01598	C0276026
DB01598	C0031154
DB01598	C0242172
DB01598	C0856695
DB01599	C0020443
DB01599	C0020473
DB01600	C0029408
DB01600	C0030193
DB01600	C0003873
DB01601	C0019693
DB01602	C0018081
DB01602	C0178299
DB01602	C0042029
DB01602	C0031350
DB01602	C0037199
DB01602	C0276026
DB01602	C0729586
DB01603	C0684256
DB01603	C0032308
DB01603	C0178299
DB01603	C0037199
DB01606	C0242172
DB01606	C0744130
DB01606	C0003615
DB01606	C0004626
DB01606	C0949083
DB01606	C0031154
DB01606	C0243001
