Drug	Disease
DB01165	C0577709
DB00022	C0009404
DB00502	C0033975
DB01212	C0854324
DB01050	C2215257
DB01155	C0339959
DB01110	C0004030
DB00849	C0003467
DB00759	C0085426
DB00615	C2733595
DB00646	C0006845
DB01607	C0033817
DB01202	C2711653
DB00482	C0003873
DB01380	C0011608
DB00351	C0003123
DB00201	C0149931
DB01380	C0022081
DB00860	C0549398
DB00695	C0581377
DB02721	C0025202
DB00764	C0406326
DB00479	C0854248
DB01172	C2242472
DB01416	C0178299
DB02703	C0340354
DB00288	C0024138
DB00303	C0038166
DB01266	C0343730
DB00858	C0010032
DB00069	C0043037
DB00563	C0029463
DB00240	C0036508
DB00205	C0162526
DB06768	C0015230
DB04895	C0271084
DB00218	C0857831
DB00686	C0282488
DB01174	C0234974
DB00443	C0406317
DB00741	C0039520
DB01061	C0157749
DB00620	C1290159
DB06710	C0034012
DB00424	C0000771
DB00685	C0349734
DB00748	C0009443
DB00014	C0014175
DB00972	C0035457
DB00262	C0079744
DB01029	C0020538
DB00493	C0033700
DB01276	C0011860
DB00250	C0001144
DB06824	C0019202
DB01033	C0023449
DB00199	C0153195
DB00831	C0003467
DB00576	C0013371
DB01294	C0011991
DB00747	C0012813
DB00325	C0581377
DB00254	C0275652
DB00874	C0027424
DB00620	C0038363
DB00726	C0011581
DB01590	C0007134
DB01053	C1260911
DB00471	C0035457
DB01234	C0015230
DB03793	C0030848
DB00635	C0036202
DB01211	C0037199
DB00759	C0149966
DB00993	C0043117
DB00544	C1282500
DB00196	C0239295
DB01586	C0008350
DB00846	C0033777
DB00782	C0030305
DB00514	C0037383
DB00456	C0149725
DB00022	C0020876
DB01597	C0856695
DB00404	C0338908
DB01329	C0036117
DB01110	C0040261
DB01328	C1997728
DB00997	C0036220
DB00537	C0395818
DB01328	C0178299
DB00635	C0009326
DB00936	C0042548
DB09105	C0020630
DB00607	C0162627
DB00788	C0149931
DB00925	C0031511
DB00366	C0018681
DB08873	C0524910
DB01167	C0239295
DB01053	C0025295
DB00635	C1260899
DB00738	C0023290
DB00244	C2937222
DB09303	C0020443
DB00846	C0023219
DB00567	C0038160
DB00266	C0040053
DB00930	C0020443
DB09345	C1320547
DB00908	C0004238
DB01044	C0577708
DB00858	C0022081
DB00575	C0020538
DB08903	C0206525
DB00838	C0024138
DB01104	C0038436
DB01332	C0149725
DB01243	C0036508
DB00030	C0011849
DB01234	C0005743
DB01331	C0022729
DB00902	C0009766
DB01332	C2242472
DB01200	C0030567
DB01224	C0036341
DB00657	C0040517
DB01364	C0009766
DB00441	C0007131
DB00681	C0275665
DB01060	C0520775
DB09104	C0030920
DB00364	C0017152
DB01204	C0030193
DB00684	C1318973
DB00415	C0275804
DB00620	C0030807
DB00994	C0029878
DB00620	C0036271
DB00151	C0392164
DB00496	C0085606
DB01098	C0003850
DB01044	C0520775
DB01326	C0178299
DB00535	C0857831
DB00916	C0152499
DB00368	C0347950
DB00798	C1096258
DB01165	C0877633
DB01050	C0018099
DB01137	C0178299
DB01195	C0235480
DB00207	C2733595
DB00283	C1260880
DB08875	C0007134
DB00440	C0577708
DB01109	C0040046
DB00467	C0018081
DB01190	C0178299
DB00618	C0006309
DB01416	C0339932
DB01013	C0021368
DB00727	C0016167
DB00207	C0275556
DB00958	C0024121
DB01212	C0014179
DB01173	C0026837
DB01077	C0149911
DB00591	C0008526
DB00860	C1527407
DB01331	C0018482
DB01208	C0032285
DB00741	C0004364
DB01059	C0339932
DB00040	C0428977
DB00152	C0687148
DB01369	C0038395
DB01609	C1739382
DB00133	C0017612
DB00603	C0014173
DB01155	C0004626
DB00443	C0018567
DB00186	C0038587
DB01017	C0042029
DB00764	C0406317
DB08860	C0020474
DB00838	C0015230
DB00328	C0018099
DB01377	C0013395
DB01333	C0032285
DB00695	C0022661
DB00544	C0022593
DB01167	C0024116
DB00741	C0015230
DB01413	C1096258
DB01148	C0013428
DB08816	C0085096
DB00541	C0024305
DB00395	C0027121
DB00537	C0749955
DB01331	C0014836
DB01237	C1260880
DB01176	C0010200
DB00262	C0006118
DB00620	C0005138
DB00199	C0178299
DB01191	C0028754
DB00858	C1275687
DB01326	C1260917
DB00275	C0018802
DB01069	C0027497
DB00176	C0028768
DB00596	C0024138
DB09122	C0751967
DB01351	C0917801
DB01142	C0003469
DB00443	C2894027
DB00252	C0014547
DB00535	C0554628
DB00443	C0004096
DB01164	C0020621
DB00280	C0004238
DB00748	C0009766
DB00468	C0004576
DB01248	C0919267
DB00788	C0040460
DB01190	C0152964
DB09324	C0341503
DB01501	C0011991
DB00375	C0020557
DB01229	C0036220
DB01597	C0004623
DB01165	C0079487
DB01416	C0155804
DB01017	C0018081
DB00291	C0024419
DB01551	C0035455
DB00033	C0026764
DB09321	C0040259
DB00136	C0020626
DB00537	C0033700
DB00443	C0001627
DB00813	C0030193
DB00575	C0278140
DB00568	C0042571
DB00002	C3163899
DB09357	C0030446
DB01172	C0178299
DB01267	C0036337
DB06786	C0033777
DB00989	C0002395
DB01330	C0149725
DB00948	C0276026
DB00620	C0003872
DB00443	C0039520
DB00069	C0020876
DB03404	C0162565
DB00766	C0035468
DB01150	C0554628
DB00199	C0157749
DB01260	C0010346
DB00653	C0009806
DB01017	C0034362
DB00981	C0000771
DB00319	C0744130
DB00997	C0024305
DB00635	C0024301
DB00759	C0029291
DB00537	C0577708
DB00727	C0014863
DB01112	C0275652
DB00059	C0023434
DB01409	C0004096
DB00620	C0026769
DB01059	C0033817
DB09324	C0178299
DB00415	C0035243
DB00668	C0428977
DB01059	C0034186
DB00849	C0233485
DB03619	C0424620
DB00959	C0014488
DB00819	C0036572
DB00702	C0003962
DB01211	C0032302
DB00388	C0036983
DB06708	C0024535
DB00263	C0271429
DB01101	C1458155
DB01598	C0035243
DB00405	C0035460
DB01263	C0024449
DB00215	C0001973
DB00563	C0023418
DB00588	C0406317
DB01029	C0011881
DB00438	C0456107
DB01621	C0036341
DB01114	C0035457
DB01327	C0004626
DB00376	C0015371
DB00690	C0021603
DB00360	C0751434
DB01291	C0006267
DB00479	C0008311
DB00438	C0025294
DB09543	C0038048
DB00959	C0005138
DB09321	C0043250
DB00994	C0042164
DB00980	C0393760
DB00596	C0036508
DB00515	C0026764
DB00254	C0004626
DB01326	C0520775
DB00281	C0151636
DB09104	C0017168
DB01193	C0042514
DB00322	C1306632
DB00540	C0003469
DB01380	C1761609
DB01607	C0276088
DB01110	C0006846
DB06219	C0162627
DB01137	C0008149
DB00907	C0010200
DB01607	C1279247
DB00764	C0015230
DB09154	C0030920
DB00833	C0018482
DB01212	C0014836
DB00681	C0006849
DB00008	C0006118
DB01137	C0155862
DB01137	C0004626
DB01053	C0271429
DB01165	C0577708
DB00180	C0004096
DB00199	C0554628
DB00273	C0005586
DB01340	C0020538
DB01084	C0033774
DB01053	C0014121
DB09054	C0024301
DB08907	C0011860
DB00954	C0857846
DB00841	C0007166
DB00529	C0010823
DB00517	C0038358
DB00646	C0006846
DB00618	C0031350
DB02703	C0035854
DB00878	C0085423
DB01330	C0022729
DB01331	C0520775
DB00833	C0275804
DB00685	C0276089
DB01047	C0085074
DB00607	C0007642
DB00618	C0275652
DB02703	C0024286
DB01137	C0042029
DB00201	C2607914
DB00741	C0033246
DB00604	C0017168
DB00685	C1263758
DB00792	C0033774
DB00704	C0028754
DB01017	C0040592
DB00808	C0027726
DB00341	C0037383
DB00653	C0269658
DB00916	C0038941
DB06209	C0948089
DB01289	C0011860
DB00112	C2585890
DB09035	C0007131
DB00472	C1269683
DB00681	C0043388
DB00458	C0014394
DB06605	C0155749
DB01190	C0554628
DB00177	C0264716
DB00524	C0013604
DB01193	C0002962
DB00433	C0033975
DB00860	C0003868
DB00620	C0027726
DB00782	C0037763
DB00351	C0006625
DB00607	C0154640
DB00524	C0018802
DB00303	C1263758
DB01003	C0022577
DB01059	C0275982
DB00741	C0002875
DB00959	C0033777
DB01057	C0017612
DB01059	C0275556
DB00844	C0474368
DB00073	C0003873
DB01059	C1112209
DB00319	C0014347
DB00890	C0221392
DB06413	C0027404
DB01026	C0006849
DB00972	C0035460
DB00440	C0729586
DB00788	C0553662
DB01165	C0343402
DB00741	C0345468
DB00355	C0341503
DB01545	C0011581
DB00787	C0276226
DB06212	C0085413
DB00145	C0035455
DB00888	C0027627
DB00921	C0278140
DB00415	C0153195
DB00535	C0022729
DB00781	C0729587
DB00456	C0343402
DB00697	C0037763
DB00415	C0023860
DB01033	C0023434
DB00223	C0024138
DB00959	C0001403
DB01329	C0005943
DB01150	C0275804
DB01053	C0025294
DB01211	C0178299
DB00479	C0276075
DB00443	C0001403
DB00382	C0002395
DB01588	C0003467
DB00860	C0030807
DB01032	C0740394
DB00825	C0152030
DB00493	C0749958
DB00051	C0003872
DB00385	C0005684
DB00825	C0235339
DB00535	C0038160
DB00908	C0004239
DB06756	C0577708
DB01044	C0038395
DB00595	C0043388
DB06774	C0032768
DB00936	C0003862
DB00741	C0010543
DB00683	C0003467
DB01005	C0006118
DB00880	C0013604
DB00253	C0009766
DB00023	C0023449
DB00026	C0003873
DB00970	C0036220
DB00985	C0042963
DB09499	C0238080
DB00537	C0157749
DB01060	C0004626
DB06219	C0038166
DB00355	C0017411
DB01260	C0016509
DB00650	C0274478
DB00748	C1260880
DB01007	C0700345
DB04572	C0220656
DB00053	C0037997
DB01197	C0020538
DB00408	C0036341
DB00959	C0002875
DB01059	C0035468
DB01165	C0155860
DB01610	C0206178
DB01167	C0043541
DB00187	C0004238
DB00877	C0334634
DB00022	C0018916
DB01234	C0701163
DB04572	C3163805
DB00196	C0019655
DB01044	C0857846
DB00759	C0039128
DB00787	C0008049
DB00692	C0031511
DB00662	C0042963
DB05245	C0037299
DB00396	C0221392
DB00518	C0020413
DB00979	C0235238
DB01000	C0042029
DB02703	C1096254
DB00394	C0035455
DB00440	C0577709
DB01008	C0023473
DB01181	C0030297
DB00587	C0003578
DB00860	C0024301
DB00696	C0009088
DB00957	C0042134
DB00842	C0003467
DB09046	C0220989
DB01328	C0520775
DB00566	C0261486
DB00681	C0729586
DB00438	C0004626
DB00860	C0036508
DB00547	C0024138
DB09357	C0263283
DB00860	C0011616
DB00564	C0238111
DB00404	C0011581
DB01551	C0010200
DB00587	C0428977
DB01210	C0017612
DB02703	C0039128
DB01114	C0037383
DB00864	C0345468
DB01190	C0343500
DB00254	C0018190
DB00585	C0043515
DB00851	C0025202
DB00792	C0343065
DB01062	C0085606
DB00095	C0406317
DB00493	C0085437
DB01141	C0877445
DB00277	C4038730
DB01013	C0016509
DB00531	C0043117
DB01167	C0005716
DB00515	C1140680
DB00949	C0036572
DB00760	C0276075
DB00258	C0018790
DB00715	C0013473
DB00417	C0041912
DB00607	C0035243
DB01047	C0033777
DB01607	C0024110
DB00540	C1263846
DB00496	C0042023
DB00291	C0008497
DB00346	C1739363
DB00618	C0039128
DB01212	C0036117
DB00819	C0017601
DB01137	C0034186
DB00328	C0039103
DB00935	C0035455
DB00687	C0701163
DB00681	C0239295
DB01020	C0002962
DB01190	C0152965
DB01395	C0520676
DB01602	C0178299
DB09555	C0042109
DB00971	C0040262
DB01397	C0262633
DB00328	C0013274
DB01223	C4038730
DB09293	C0020550
DB00635	C0017178
DB01060	C0149725
DB00537	C0178299
DB00415	C0152486
DB01332	C0276088
DB00967	C0035457
DB00904	C0401160
DB00317	C0024121
DB00708	C0030201
DB00438	C1318973
DB00976	C0155862
DB01139	C1318973
DB00443	C0024138
DB00758	C1303258
DB01415	C0271429
DB00703	C0017612
DB01607	C0004626
DB01053	C0034686
DB00187	C0020538
DB00759	C0854211
DB01413	C1318973
DB00887	C0013604
DB01112	C0343402
DB01003	C0009769
DB00387	C0242422
DB00585	C0017168
DB00424	C0037763
DB00443	C1384589
DB01330	C0031154
DB00482	C2215257
DB00810	C0015371
DB01219	C0027849
DB01053	C0275842
DB00390	C0264716
DB00444	C0023449
DB00959	C0021390
DB00806	C0017086
DB06211	C1632842
DB00187	C3661921
DB00388	C0017612
DB00374	C0020542
DB01607	C1096258
DB00591	C0011615
DB09127	C0009806
DB00602	C0013882
DB00493	C0338395
DB00860	C0009766
DB01330	C1318973
DB01181	C0019829
DB06655	C0011860
DB01192	C0150055
DB00443	C0014742
DB00713	C0037199
DB00759	C0032285
DB01095	C0020443
DB06786	C0406326
DB01600	C0030193
DB00979	C0026961
DB00461	C0003873
DB00829	C0039614
DB00788	C0018099
DB01331	C0276026
DB00771	C0022104
DB00588	C2607914
DB06700	C1269683
DB00595	C0153193
DB00355	C0276075
DB01041	C0010346
DB00427	C0009443
DB00722	C0264716
DB00798	C0276089
DB01149	C1269683
DB00440	C0032305
DB04575	C0600142
DB01190	C0684256
DB00747	C1260880
DB06782	C0261486
DB01330	C0014836
DB00988	C0036974
DB00215	C1269683
DB01380	C0010543
DB00493	C0018081
DB06663	C0001622
DB00324	C0021368
DB09079	C0007131
DB01137	C0749958
DB00681	C1636205
DB00200	C0042847
DB00875	C0036341
DB00493	C1263758
DB01413	C0018482
DB00485	C0038166
DB01032	C0275652
DB00993	C0026769
DB00023	C0024299
DB01032	C0275665
DB00885	C2607914
DB00798	C0684256
DB01205	C0029944
DB01137	C0033700
DB00415	C0001261
DB00277	C0024115
DB00252	C0014556
DB01045	C0275959
DB04931	C0162568
DB01330	C0036690
DB01181	C1961102
DB00620	C0040896
DB00782	C0030920
DB00318	C0015967
DB00713	C0031350
DB02703	C0040592
DB00361	C0019829
DB00195	C0017612
DB01184	C0027498
DB00626	C0854211
DB00668	C0006277
DB00713	C0029443
DB00584	C0020538
DB00570	C0043117
DB00443	C0149922
DB00681	C0011974
DB01380	C0011606
DB00959	C0405580
DB01223	C1273489
DB00145	C0010200
DB00201	C0003578
DB00254	C0155866
DB01331	C0036690
DB00254	C1997322
DB00355	C0520775
DB01113	C0034065
DB00642	C0007131
DB00860	C0423234
DB06589	C1261473
DB00842	C0014547
DB00810	C0030568
DB00338	C0018834
DB02703	C0035597
DB00695	C0023890
DB00285	C0031572
DB01380	C0040896
DB01281	C3495559
DB00354	C0026603
DB00239	C0040262
DB00668	C0018790
DB00911	C0040921
DB02703	C1096258
DB00649	C0001175
DB00741	C0405580
DB06771	C0009768
DB00682	C0040053
DB00660	C0026837
DB00988	C0030568
DB01019	C0017168
DB00760	C0031154
DB00596	C0015456
DB00537	C0162627
DB01212	C0153225
DB00766	C0749955
DB04837	C0009443
DB00402	C0917801
DB01219	C0037929
DB00651	C4038730
DB06211	C0243001
DB01109	C0027051
DB01015	C0271429
DB00860	C0040147
DB01142	C0011615
DB00207	C0153195
DB00764	C0021368
DB00833	C0276026
DB00959	C0038013
DB00250	C0023343
DB00390	C0039240
DB00936	C0015967
DB00741	C0022568
DB00873	C0009768
DB00730	C0086227
DB00809	C0022081
DB06616	C0023472
DB06283	C0278140
DB01326	C0032285
DB00262	C0017636
DB00262	C0024305
DB00626	C0038395
DB00233	C0010346
DB00359	C0008153
DB09325	C1510471
DB01076	C0002962
DB01165	C0153195
DB00564	C0154731
DB00948	C0085394
DB00133	C0275959
DB00541	C0023418
DB01597	C1096258
DB00039	C0392190
DB00359	C0040560
DB01263	C0004030
DB01022	C3203356
DB01053	C0025293
DB01060	C0519030
DB00526	C1282500
DB00300	C0524909
DB00199	C0038160
DB01597	C0031154
DB01326	C0014836
DB00659	C0001973
DB00934	C0338908
DB01059	C0003175
DB00051	C0003873
DB00446	C0036117
DB00252	C0038220
DB00860	C0019829
DB00252	C0014549
DB00798	C0010930
DB00967	C0009766
DB01146	C1260880
DB06267	C0242350
DB00335	C0042510
DB01234	C0022073
DB00190	C0030567
DB06415	C0035220
DB04930	C0030757
DB00152	C0039841
DB00782	C0022104
DB00657	C0020540
DB00531	C0026764
DB00200	C0011882
DB00958	C0005695
DB01059	C0749958
DB00997	C0242379
DB00575	C0040517
DB01082	C0729524
DB01291	C0034067
DB04896	C0016053
DB01155	C0006277
DB02659	C0426639
DB09525	C0426639
DB01059	C1096258
DB00754	C0036572
DB00207	C0554628
DB00663	C0036508
DB00195	C0020538
DB00257	C0919659
DB01212	C1692886
DB11581	C0023434
DB00417	C0031350
DB00370	C1269683
DB01212	C0276089
DB06401	C0029458
DB00303	C0744130
DB01044	C0276026
DB00896	C0042164
DB00567	C0577708
DB09287	C0009806
DB08917	C0162316
DB00310	C0018802
DB08916	C1960925
DB00417	C0149704
DB00994	C0022568
DB00371	C0026838
DB00919	C0275652
DB00919	C0018081
DB00438	C0155860
DB00741	C0009766
DB01331	C0152964
DB01188	C0040259
DB00675	C3163805
DB00218	C0033700
DB00557	C0009766
DB09048	C0401160
DB00860	C0011615
DB00954	C0178299
DB00020	C1458155
DB00956	C1260880
DB00787	C1274323
DB00773	C0027819
DB00462	C0009443
DB06710	C0151721
DB00008	C0043037
DB00927	C0079487
DB00525	C0040250
DB01050	C0393735
DB01141	C0239295
DB01234	C0151467
DB01234	C0041321
DB00512	C0152965
DB00860	C0014488
DB01068	C0030319
DB00763	C0020550
DB06820	C0040262
DB01237	C0009443
DB00620	C0014742
DB00332	C0034067
DB01599	C0020473
DB00277	C0428977
DB00290	C0019829
DB01234	C0339507
DB00760	C0015967
DB00142	C0011581
DB00713	C0154640
DB11595	C0007138
DB01380	C0005743
DB01165	C0155440
DB00635	C0021390
DB00741	C0039103
DB00356	C0026838
DB01203	C0027051
DB00065	C0038013
DB00617	C0014553
DB00535	C0033700
DB00970	C0039590
DB00748	C0343065
DB00958	C0085136
DB00110	C0035235
DB00958	C0005956
DB00981	C0017601
DB01137	C0033817
DB01053	C0031350
DB00035	C0014394
DB00787	C0019342
DB00747	C0026603
DB00635	C0011606
DB00169	C0033860
DB00680	C0042510
DB00592	C0003950
DB01212	C0744451
DB08901	C0023473
DB01627	C0038160
DB01332	C0276089
DB01140	C0554628
DB00685	C0022729
DB01137	C0032302
DB04876	C0011860
DB00304	C0014175
DB00960	C0020538
DB03255	C0152030
DB00948	C1096258
DB01136	C0264716
DB00397	C0392171
DB00681	C0006309
DB00477	C0033975
DB00204	C0004239
DB01380	C0003868
DB01126	C1739363
DB00390	C0274726
DB01246	C0027424
DB00888	C0019829
DB00773	C0035412
DB08901	C1960397
DB01291	C0024115
DB00618	C0034362
DB00493	C0343402
DB00877	C0007134
DB01060	C0155862
DB01182	C0004238
DB00245	C0030568
DB00444	C0023448
DB00681	C0178299
DB01060	C0343378
DB01380	C0033775
DB00319	C0276064
DB00591	C0011616
DB01400	C0080274
DB00448	C0030920
DB08879	C0024141
DB00022	C0006118
DB01021	C0020538
DB01053	C0343532
DB01060	C0856695
DB01098	C0038454
DB00650	C0568062
DB00275	C0011881
DB00477	C0162565
DB00333	C0029104
DB00065	C0009324
DB01017	C0004771
DB09080	C0024117
DB01013	C0085656
DB00959	C1761609
DB01165	C0339932
DB00744	C0155877
DB09035	C0149782
DB00226	C0020538
DB00436	C0013604
DB00316	C0004604
DB00570	C1458155
DB00954	C0032285
DB09357	C0152020
DB00798	C0276088
DB01591	C0085606
DB00227	C0342882
DB00635	C0037274
DB01164	C0151714
DB00537	C0277528
DB00049	C0041364
DB00531	C0006413
DB00684	C0684256
DB00537	C0155804
DB01013	C0018567
DB00772	C0030757
DB00668	C0020649
DB00399	C0005967
DB00290	C0024301
DB00860	C0006444
DB03904	C0040262
DB00263	C0028242
DB01268	C0007134
DB05332	C0272293
DB00982	C0027819
DB00540	C0011581
DB00978	C0038160
DB00570	C0153594
DB00857	C1384589
DB00627	C0020474
DB00591	C0423775
DB00152	C0085677
DB02703	C0153193
DB00535	C0275804
DB00972	C0009766
DB01234	C0014742
DB00443	C0024305
DB00335	C0039240
DB00874	C0009443
DB00959	C0079773
DB00681	C0039128
DB00958	C0014170
DB00684	C0949083
DB01041	C0343467
DB00567	C1997728
DB00371	C0026837
DB01330	C0242172
DB09396	C0030193
DB00938	C0155877
DB00424	C0040822
DB00646	C0006848
DB00052	C0006625
DB00681	C0006277
DB00211	C0042024
DB00189	C0917801
DB00461	C0029408
DB00594	C0020621
DB01234	C0038013
DB00997	C0005695
DB00186	C0030319
DB01224	C0338873
DB00444	C0262584
DB00008	C0026948
DB01331	C0004669
DB00794	C0494475
DB09571	C0027424
DB00684	C0009768
DB00810	C0030567
DB00328	C0039503
DB00770	C0152101
DB01282	C0032897
DB00263	C0040592
DB01112	C0577708
DB00319	C0157749
DB01013	C0036508
DB01139	C1997728
DB01416	C0275665
DB09229	C0020538
DB01086	C0010200
DB00446	C0038395
DB00264	C0948089
DB00438	C0152973
DB06151	C0035222
DB00668	C0043144
DB00481	C0029458
DB00829	C0038220
DB00748	C0035460
DB00860	C0035439
DB06288	C0221765
DB00571	C0270736
DB00850	C0040485
DB01256	C0021099
DB01144	C0149893
DB00283	C2607914
DB00715	C0600142
DB00537	C0033581
DB01394	C0031069
DB00587	C0034067
DB00564	C2711653
DB00570	C0022665
DB01013	C0011603
DB09042	C0038166
DB00873	C0010032
DB02703	C0275665
DB01211	C0275804
DB00959	C0033775
DB00759	C0153196
DB00397	C0037383
DB01606	C0243001
DB01234	C0018939
DB01086	C0006434
DB00425	C0917801
DB06402	C2349530
DB00936	C0040252
DB01141	C0153252
DB00291	C0919267
DB00602	C0036262
DB00121	C0035460
DB01234	C0026857
DB09324	C0035468
DB01114	C0392171
DB01110	C0040262
DB01611	C0024537
DB00350	C0002170
DB00400	C1384589
DB00319	C0042029
DB01069	C0009766
DB00022	C0026764
DB08890	C0022104
DB01165	C0153196
DB01061	C0276089
DB00746	C0005940
DB00492	C0018802
DB00187	C0039240
DB01168	C0019829
DB08935	C0023434
DB01003	C2607914
DB00395	C0026838
DB00443	C0406326
DB00515	C0005695
DB00253	C0010043
DB01165	C0006277
DB00242	C0023434
DB01120	C0011860
DB01117	C0032305
DB01158	C0042510
DB00700	C0020538
DB00612	C0002962
DB08797	C0003862
DB01223	C0006277
DB00318	C0010200
DB00122	C0917801
DB00679	C0036341
DB00063	C0010068
DB00508	C0033975
DB00985	C0042571
DB01344	C0020461
DB00741	C0014742
DB06603	C0026764
DB00051	C0009324
DB00187	C0027051
DB00745	C1263846
DB01380	C0040252
DB00218	C0034186
DB00220	C0019693
DB00737	C0042571
DB00250	C0032453
DB01545	C0003467
DB00033	C0023443
DB00959	C0015397
DB00434	C0033774
DB00488	C0919267
DB00818	C0011206
DB01169	C0023487
DB00304	C0001144
DB01590	C0241961
DB00420	C0002994
DB00846	C0406317
DB00235	C0018802
DB09345	C0034886
DB00387	C0030567
DB01240	C0009443
DB09213	C0015967
DB09109	C0019069
DB00618	C0018190
DB04837	C0010200
DB01212	C0276088
DB00742	C0033845
DB00443	C0405580
DB01333	C0276026
DB00857	C0006845
DB00446	C0030528
DB05239	C0860594
DB00920	C0009766
DB00447	C0040262
DB09357	C0037274
DB00462	C2607914
DB00607	C0029443
DB02703	C0042165
DB01005	C0919267
DB00713	C2242472
DB06691	C0027424
DB01364	C1260880
DB01251	C0011860
DB00902	C0033774
DB00958	C0029463
DB01607	C0037278
DB00624	C0271623
DB00691	C0020538
DB00305	C0001418
DB01416	C1318973
DB00643	C0003950
DB02703	C0018190
DB01332	C2887088
DB00959	C0002880
DB01332	C0038160
DB01610	C0162526
DB00759	C0153193
DB01053	C0149985
DB00145	C0009443
DB00264	C0020538
DB00199	C1112209
DB01619	C0037383
DB00199	C0019147
DB00151	C0006277
DB00620	C2894027
DB01744	C0857177
DB00479	C0004626
DB00274	C0042029
DB00741	C0024141
DB00299	C0019345
DB09244	C0011581
DB00975	C0919737
DB01380	C0406326
DB00277	C0347950
DB00800	C0018802
DB00207	C1318973
DB06691	C0035457
DB01157	C0032305
DB00091	C0024141
DB00502	C0221765
DB04575	C0221392
DB01330	C0033700
DB01060	C0271429
DB01380	C0040147
DB00415	C0684256
DB00587	C0004096
DB06243	C0041228
DB00741	C0085074
DB00735	C0040252
DB00151	C0006267
DB06268	C2973725
DB00730	C0040954
DB00515	C0206735
DB09517	C0162316
DB06723	C0018834
DB00741	C0026948
DB00319	C0152973
DB00792	C1260880
DB00741	C0001144
DB00730	C0023048
DB00707	C0007131
DB00855	C0022602
DB00958	C0027658
DB01009	C0003873
DB01047	C0036508
DB00619	C0023472
DB02659	C0238052
DB00254	C0006060
DB01053	C0025306
DB01597	C0276089
DB00547	C0016509
DB01044	C0032308
DB00988	C0428977
DB09564	C0011849
DB00493	C0032308
DB06590	C0343402
DB09552	C0029878
DB01047	C0033775
DB00218	C0275556
DB00589	C0001206
DB00053	C0023895
DB00068	C0026769
DB00619	C0346421
DB00724	C0862889
DB00635	C0027651
DB01174	C0149931
DB00634	C0042998
DB00819	C0085649
DB00859	C0023892
DB00734	C0036341
DB09292	C0264716
DB00792	C0035460
DB01212	C0275652
DB01212	C0242172
DB00136	C0033860
DB01059	C1278797
DB00917	C0549315
DB00586	C0022593
DB00145	C2607914
DB00338	C0267055
DB00324	C0010543
DB00860	C1260899
DB00826	C0022568
DB00214	C0018802
DB01165	C0033700
DB00572	C0038358
DB01607	C0036690
DB00259	C0700345
DB00685	C0155860
DB01008	C0279543
DB00600	C0042900
DB00190	C0242422
DB01104	C0013473
DB00741	C0395818
DB00845	C1563054
DB00303	C0022729
DB06711	C0022281
DB01229	C0346976
DB00620	C0151467
DB01233	C0267176
DB01413	C0149778
DB00578	C0577708
DB00002	C1319317
DB01164	C0018790
DB01242	C0028768
DB01003	C0221013
DB01185	C0002994
DB01211	C0857831
DB00514	C0392171
DB00196	C0085436
DB00355	C0035243
DB00443	C0027726
DB00152	C0349464
DB00772	C0030756
DB00764	C0155877
DB09560	C2267231
DB01169	C0023479
DB00472	C0011581
DB00684	C0032308
DB00326	C0020461
DB00497	C2215257
DB08936	C0010200
DB06809	C0026764
DB01174	C0009088
DB00273	C2711653
DB00356	C0030193
DB00438	C0854324
DB01620	C0393735
DB01331	C0033700
DB00199	C0275652
DB00639	C0700345
DB00741	C0729587
DB00653	C0341950
DB01598	C0014121
DB00602	C0024759
DB00988	C0007166
DB00415	C1112209
DB01112	C0154639
DB00175	C0038454
DB00199	C0041976
DB00586	C0038048
DB09353	C0036508
DB01212	C0035468
DB01064	C0018790
DB01039	C0342882
DB00766	C0684256
DB00646	C0006849
DB00099	C1827687
DB00684	C0022573
DB00759	C0275665
DB00695	C0003962
DB00230	C0032768
DB01212	C0554628
DB00438	C0033700
DB01097	C0003872
DB01165	C1112209
DB00595	C0018081
DB00072	C1458155
DB00874	C0006277
DB00438	C0001139
DB01165	C2242472
DB00531	C0035335
DB00959	C0024301
DB00041	C0278678
DB08908	C0751967
DB00254	C0035021
DB00564	C0236780
DB00603	C0025874
DB01049	C0497327
DB01620	C0022281
DB01003	C1112631
DB00624	C0342527
DB00019	C1827687
DB00388	C2607914
DB06813	C0079774
DB00355	C0035468
DB09245	C0011581
DB00635	C0026948
DB00199	C0043167
DB00564	C0033975
DB00493	C0038160
DB00313	C0338873
DB00443	C0039503
DB00007	C0014175
DB00459	C0033860
DB00620	C0024138
DB00376	C0000771
DB01212	C0153227
DB00472	C0520676
DB01089	C0020538
DB01137	C0748196
DB00526	C0009404
DB01026	C0001622
DB01171	C0011581
DB00697	C0026837
DB00309	C0025202
DB00959	C0406326
DB00405	C0033774
DB01167	C0040261
DB00319	C0036690
DB00421	C0019572
DB01045	C0038160
DB01165	C1318973
DB00319	C0684256
DB01332	C0275652
DB00695	C0034063
DB00685	C0033817
DB01082	C0275959
DB01066	C0554628
DB00713	C0520767
DB00672	C0011860
DB09183	C0524910
DB01607	C0242172
DB00759	C0041471
DB00425	C0393760
DB00415	C0153196
DB00741	C0015397
DB01181	C0024121
DB01329	C0017411
DB00741	C0003868
DB00186	C0042963
DB00281	C0030759
DB00635	C0345468
DB09568	C0020557
DB00950	C0037383
DB01109	C0149871
DB00104	C0024586
DB00880	C0020538
DB01380	C0701163
