#,context,disease_name,drug_name,workers_answers,medical_expert1,medical_expert2,medical_expert3,do_id,drug_brand_name,drug_id,label_id,sheet,expert_consensus,inter_agree_experts,medical_expert4,"Final 
(closest option)"
62.0,"Pregnancy (
 4.1
 8.1
 Use of simvastatin or lovastatin and CYP3A substrates with narrow therapeutic range (
 4.2
 Concurrent long-term corticosteroid use (
 4.3
 Women with history of unexplained vaginal bleeding (
 4.4
 Women with endometrial hyperplasia with atypia or endometrial carcinoma (
 4.4
 KORLYM is contraindicated in women who are pregnant. Pregnancy must be excluded before the initiation of treatment with KORLYM or if treatment is interrupted for more than 14 days in females of reproductive potential. Non-hormonal contraceptives should be used during and one month after stopping treatment in all women of reproductive potential. 
 [See Use in Specific Populations 
 8.8
 KORLYM is contraindicated in patients taking simvastatin, lovastatin, and CYP3A substrates with narrow therapeutic ranges, such as cyclosporine, dihydroergotamine, ergotamine, fentanyl, pimozide, quinidine, sirolimus, and tacrolimus, due to an increased risk of adverse events. 
 [See Drug Interactions (
 7.1
 12.3
 KORLYM is contraindicated in patients who require concomitant treatment with systemic corticosteroids for serious medical conditions or illnesses (e.g., immunosuppression after organ transplantation) because KORLYM antagonizes the effect of glucocorticoids.
 
 KORLYM is contraindicated in the following:
 
 
  
 Women with a history of unexplained vaginal bleeding
 
 Women with endometrial hyperplasia with atypia or endometrial carcinoma
 
 KORLYM is contraindicated in patients with prior hypersensitivity reactions to mifepristone or to any of the product components.",ENDOMETRIAL CARCINOMA,MIFEPRISTONE,Indication: Symptomatic relief,Effect,Contraindication,IDK,DOID_2871,Korlym,DB00834,../DailyMedExtracter/prescription/temp_xml/3599ebc6-5883-4986-8f76-61accb5ec415.xml,contraindication,Contraindication,0,,Contraindication
64.0,"A.ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ Patients exhibiting idiosyncratic reactions to psoralen compounds.
 B.ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ Patients possessing a specific history of light sensitive disease states should not initiate methoxsalen therapy except under special circumstances. Diseases associated with photosensitivity include lupus erythematosus, porphyria cutanea tarda, erythropoietic protoporphyria, variegate porphyria, xeroderma pigmentosum, and albinism.
 C.ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ Patients with melanoma or with a history of melanoma.
 D.ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ Patients with invasive squamous cell carcinomas.
 E.ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ÃƒÂ¥Ãƒ_ Patients with aphakia, because of the significantly increased risk of retinal damage due to the absence of lenses.",ERYTHROPOIETIC PROTOPORPHYRIA,METHOXSALEN,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_13270,Methoxsalen,DB00553,../DailyMedExtracter/prescription/temp_xml/0b2d4ace-aa26-439d-b9d4-2ba1e16d2458.xml,contraindication,Contraindication,3,,
65.0,"Lorazepam Injection is contraindicated in patients with a known sensitivity to benzodiazepines or its vehicle (polyethylene glycol, propylene glycol, and benzyl alcohol), in patients with acute narrow-angle glaucoma, or in patients with sleep apnea syndrome. It is also contraindicated in patients with severe respiratory insufficiency, except in those patients requiring relief of anxiety and/or diminished recall of events while being mechanically ventilated. The use of Lorazepam Injection intra-arterially is contraindicated because, as with other injectable benzodiazepines, inadvertent intra-arterial injection may produce arteriospasm resulting in gangrene which may require amputation (see 
 
  
 WARNINGS
 Lorazepam Injection is contraindicated for use in premature infants because the formulation contains benzyl alcohol. (SeeÃƒÂ¥Ãƒ_
 
  
 
  
 WARNINGS
 
  
 
  
 PRECAUTIONS - Pediatric Use",ANXIETY,LORAZEPAM,Effect,Effect,Inconsistent,Inconsistent,DOID_2030,Lorazepam,DB00186,../DailyMedExtracter/prescription/temp_xml/c17cb7b1-b0c4-4c0c-91bc-69f962303735.xml,contraindication,Indication: Symptomatic Relief,0,,Indication: Symptomatic Relief
71.0,"Do not administer in the presence of diseases characterized by bleeding diathesis. Individuals with autoimmune disease may be at risk of exacerbating symptoms of the underlying disease, possibly due to routine immunization. Patients who have experienced a recent myocardial infarction may not be tolerant of immunotherapy. Children with nephrotic syndrome probably should not receive injections due to immunization causing exacerbation of nephrotic disease.",AUTOIMMUNE DISEASE,GLYCERIN,Contraindication,Contraindication,Contraindication,IDK,DOID_417,Coca-Glycerine Control,DB09462,../DailyMedExtracter/prescription/temp_xml/fb54abb5-85cd-485f-9542-a2742a31bf72.xml,contraindication,Contraindication,2,Contraindication,
72.0,"Verapamil hydrochloride injection is contraindicated in:
 1. Severe hypotension or cardiogenic shock.
 2. Second- or third-degree AV block (except in patients with a functioning artificial ventricular pacemaker).
 3. Sick sinus syndrome (except in patients with a functioning artificial ventricular pacemaker).
 4. Severe congestive heart failure (unless secondary to a supraventricular tachycardia amenable to verapamil therapy).
 5. Patients receiving intravenous beta-adrenergic blocking drugs (e.g., propranolol). Intravenous verapamil and intravenous beta-adrenergic blocking drugs should not be administered in close proximity to each other (within a few hours), since both may have a depressant effect on myocardial contractility and AV conduction.
 6. Patients with atrial flutter or atrial fibrillation and an accessory bypass tract (e.g., Wolff- Parkinson-White, Lown-Ganong-Levine syndromes) are at risk to develop ventricular tachyarrhythmia including ventricular fibrillation if verapamil is administered. Therefore, the use of verapamil in these patients is contraindicated.
 7. Ventricular tachycardia: Administration of intravenous verapamil to patients with wide-complex ventricular tachycardia (QRS Ã¢â‚¬Â°Ãƒ_Ã‚Â´ 0.12 sec) can result in marked hemodynamic deterioration and ventricular fibrillation. Proper pretherapy diagnosis and differentiation from wide-complex supraventricular tachycardia is imperative in the emergency room setting.
 8. Known hypersensitivity to verapamil hydrochloride.",CONGESTIVE HEART FAILURE,VERAPAMIL,Effect,Contraindication,Contraindication,Effect,DOID_6000,VERAPAMIL HYDROCHLORIDE,DB00661,../DailyMedExtracter/prescription/temp_xml/74d94dbf-0568-6c15-e053-2991aa0ac6e4.xml,contraindication,Contraindication,2,Contraindication,
74.0,"Lindane Shampoo is contraindicated in premature infants and individuals with known uncontrolled seizure disorders.
 Lindane Shampoo is contraindicated for premature infants because their skin may be more permeable than that of full term infants and their liver enzymes may not be sufficiently developed to metabolize Lindane.
 Lindane Shampoo is also contraindicated for patients with crusted (Norwegian) scabies and other skin conditions (e.g., atopic dermatitis, psoriasis) that may increase systemic absorption of the drug.
 Lindane Shampoo is contraindicated for patients with known uncontrolled seizure disorders and for individuals with a known sensitivity to the product or any of its components.",ATOPIC DERMATITIS,LINDANE,Effect,Contraindication,Contraindication,Effect,DOID_3310,Lindane,DB00431,../DailyMedExtracter/prescription/temp_xml/c3b21190-72da-4a16-84c0-76317817bdf3.xml,contraindication,Contraindication,2,Contraindication,
80.0,"ZINBRYTA is contraindicated in patients with:
 
 
  
 Pre-existing hepatic disease or hepatic impairment, including ALT or AST at least 2 times the ULN, because ZINBRYTA could exacerbate existing liver dysfunction 
 [see Dosage and Administration (
 2.3
 5.1
 A history of autoimmune hepatitis or other autoimmune condition involving the liver 
 [see Warnings and Precautions (
 5.1
 A history of hypersensitivity to daclizumab or any other components of the formulation. Use in such patients may result in anaphylaxis or life-threatening multi-organ hypersensitivity 
 [see Warnings and Precautions (
 5.4
 
  
 Pre-existing hepatic disease or hepatic impairment, including ALT or AST at least 2 times the ULN (
 4
 History of autoimmune hepatitis or other autoimmune condition involving the liver (
 4
 History of hypersensitivity to daclizumab or any other component of the formulation (
 4",HEPATITIS,Daclizumab,Contraindication,Contraindication,Contraindication,Contraindication,DOID_2237,Zinbryta,DB00111,../DailyMedExtracter/prescription/temp_xml/44238333-9880-413b-9a9e-1f2b09e0fd6a.xml,contraindication,Contraindication,3,,
82.0,"['Advanced arteriosclerosis, symptomatic cardiovascular disease, moderate to severe hypertension, hyperthyroidism, known hypersensitivity or idiosyncrasy to the sympathomimetic amines, glaucoma.', None, 'Agitated states.', 'Patients with a history of drug abuse.', 'Known hypersensitivity or idiosyncrasy to amphetamine.', 'In patients known to be hypersensitive to amphetamine, or other components of dextroamphetamine sulfate extended-release capsules. Hypersensitivity reactions such as angioedema and anaphylactic reactions have been reported in patients treated with other amphetamine products (', 'see ', '\n ', 'ADVERSE REACTIONS', 'Patients taking monoamine oxidase inhibitors (MAOIs), or within 14 days of stopping MAOIs (including MAOIs such as linezolid or intravenous methylene blue), because of an increased risk of hypertensive crisis (', 'see\xa0', '\n ', 'WARNINGS', '\xa0and ', '\n ', 'Drug Interactions']",GLAUCOMA,DEXTROAMPHETAMINE,Effect,Contraindication,Contraindication,Contraindication,DOID_1686,Dextroamphetamine Sulfate,DB01576,../DailyMedExtracter/prescription/temp_xml/20dbb7f7-a1db-4b1c-a8d7-15b0c92cea19.xml,contraindication,Contraindication,3,,
83.0,"Glyburide tablets are contraindicated in patients:
 
  
 With known hypersensitivity the drug or any of its excipients.
 Diabetic ketoacidosis, with or without coma. This condition should be treated with insulin.
 Type I diabetes mellitus.
 Concomitant administration of bosentan.
 
  
 WARNINGS
 
  
 SPECIAL WARNING ON INCREASED RISK OF CARDIOVASCULAR MORTALITY
 
  
 The administration of oral hypoglycemic drugs has been reported to be associated with increased cardiovascular mortality as compared to treatment with diet alone or diet plus insulin. This warning is based on the study conducted by the University Group Diabetes Program (UGDP), a long-term prospective clinical trial designed to evaluate the effectiveness of glucose-lowering drugs in preventing or delaying vascular complications in patients with non-insulin-dependent diabetes. The study involved 823 patients who were randomly assigned to one of four treatment groups. 
 
  
 UGDP reported that patients treated for 5 to 8 years with diet plus a fixed dose of tolbutamide (1.5 grams per day) had a rate of cardiovascular mortality approximately 2ÃƒÂ¥_ times that of patients treated with diet alone. A significant increase in total mortality was not observed, but the use of tolbutamide was discontinued based on the increase in cardiovascular mortality, thus limiting the opportunity for the study to show an increase in overall mortality. Despite controversy regarding the interpretation of these results, the findings of the UGDP study provide an adequate basis for this warning. The patient should be informed of the potential risks and advantages of glyburide tablets and of alternative modes of therapy. 
 
  
 Although only one drug in the sulfonylurea class (tolbutamide) was included in this study, it is prudent from a safety standpoint to consider that this warning may also apply to other oral hypoglycemic drugs in this class, in view of their close similarities in mode of action and chemical structure",DIABETIC KETOACIDOSIS,GLYBURIDE,Contraindication,Contraindication,Contraindication,Contraindication,DOID_1837,Glyburide,DB01016,../DailyMedExtracter/prescription/temp_xml/11925cb1-aa2a-2f64-e054-00144ff88e88.xml,contraindication,Contraindication,3,,
85.0,"LOTEMAX ointment, as with other ophthalmic corticosteroids, is contraindicated in most viral diseases of the cornea and conjunctiva including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. 
 LOTEMAX ointment, as with other ophthalmic corticosteroids, is contraindicated in most viral diseases of the cornea and conjunctiva including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. 
 (
 4",HERPES SIMPLEX,LOTEPREDNOL,Indication: treatment,Contraindication,Contraindication,Contraindication,DOID_8566,Lotemax,DB00873,../DailyMedExtracter/prescription/temp_xml/eeb962de-2b01-4a46-9c54-738bd4205584.xml,contraindication,Contraindication,3,,
87.0,"['Methazolamide tablets therapy is contraindicated in situations in which sodium and/or potassium serum levels are depressed, in cases of marked kidney or liver disease or dysfunction, in adrenal gland failure, and in hyperchloremic acidosis. In patients with cirrhosis, use may precipitate the development of hepatic encephalopathy.', None, 'Long-term administration of methazolamide is contraindicated in patients with angle-closure glaucoma, since organic closure of the angle may occur in spite of lowered intraocular pressure.']",GLAUCOMA,METHAZOLAMIDE,Contraindication,Contraindication,Contraindication,Indication: Treatment,DOID_1686,METHAZOLAMIDE,DB00703,../DailyMedExtracter/prescription/temp_xml/77ede814-d3e3-364f-e053-2991aa0a5459.xml,contraindication,Contraindication,2,Contraindication,
89.0,"VEXOL 1% (rimexolone ophthalmic suspension) is contraindicated in epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, varicella, and most other viral diseases of the cornea and conjunctiva; mycobacterial infection of the eye; fungal diseases of the eye; acute purulent untreated infections which, like other diseases caused by microorganisms, may be masked or enhanced by the presence of the steroid; and in those persons with hypersensitivity to any component of the formulation.",HERPES SIMPLEX,RIMEXOLONE,Contraindication,Contraindication,Contraindication,Contraindication,DOID_8566,Vexol,DB00896,../DailyMedExtracter/prescription/temp_xml/047301fe-73f6-356c-ec16-a1123037f239.xml,contraindication,Contraindication,3,,
91.0,"['Eletriptan hydrobromide tablets are contraindicated in patients with: ', None, '\n ', 'Ischemic coronary artery disease (CAD) (angina pectoris, history of myocardial infarction, or documented silent ischemia) or coronary artery vasospasm, including PrinzmetalÃ¢â‚¬Â°Ãƒâ€ºÃ‚Âªs angina ', '[see Warnings and Precautions (', '5.1', ')]', 'Wolff-Parkinson-White syndrome or arrhythmias associated with other cardiac accessory conduction pathway disorders ', '[see Warnings and Precautions (', '5.2', ')]', 'History of stroke, transient ischemic attack (TIA), or history or current evidence of hemiplegic or basilar migraine because these patients are at a higher risk of stroke', ' [see Warnings and Precautions (', '5.4', ')]', 'Peripheral vascular disease', ' [see Warnings and Precautions (', '5.5', ')]', 'Ischemic bowel disease ', '[see Warnings and Precautions (', '5.5', ')]', 'Uncontrolled hypertension ', '[see Warnings and Precautions (', '5.8', ')]', 'Recent use (i.e., within 24 hours) of another 5-hydroxytryptamine', '1', '1', '[see Drug Interactions (', '7.1', ')]', 'Hypersensitivity to eletriptan hydrobromide tablets (angioedema and anaphylaxis seen) ', '[see Warnings and Precautions (', '5.9', ')]', 'Recent use (i.e., within at least 72 hours) of the following potent CYP3A4 inhibitors: ketoconazole, itraconazole, nefazodone, troleandomycin, clarithromycin, ritonavir, or nelfinavir ', '[see Drug Interactions (', '7.2', ') and Clinical Pharmacology (', '12.3', ')]', '\n ', 'History of coronary artery disease (CAD) or coronary artery vasospasm (', '4', 'Wolff-Parkinson-White syndrome or other cardiac accessory conduction pathway disorders (', '4', 'History of stroke, transient ischemic attack, or history or current evidence of hemiplegic or basilar migraine (', '4', 'Peripheral vascular disease (', '4', 'Ischemic bowel disease (', '4', 'Uncontrolled hypertension (', '4', 'Within 24 hours of treatment with another 5-HT', '1', '4', 'Hypersensitivity to eletriptan hydrobromide tablets (angioedema and anaphylaxis seen) (', '4', 'Within at least 72 hours of treatment with the following potent CYP3A4 inhibitors: ketoconazole, itraconazole, nefazodone, troleandomycin, clarithromycin, ritonavir, or nelfinavir (', '4']",CORONARY ARTERY DISEASE,eletriptan,Contraindication,Contraindication,Contraindication,Contraindication,DOID_3393,eletriptan hydrobromide,DB00216,../DailyMedExtracter/prescription/temp_xml/1db654e0-2780-4a7f-9c2f-020f0a1a1fe2.xml,contraindication,Contraindication,3,,
92.0,"Active hepatic disease, such as hepatitis and cirrhosis, is a contraindication for use of dantrolene sodium capsules. Dantrolene sodium capsules are contraindicated where spasticity is utilized to sustain upright posture and balance in locomotion or whenever spasticity is utilized to obtain or maintain increased function.",CIRRHOSIS,DANTROLENE,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_5082,Dantrolene Sodium,DB01219,../DailyMedExtracter/prescription/temp_xml/cbece5e5-72b3-433f-84ae-03013ce93454.xml,contraindication,Contraindication,3,,
93.0,"Hypersensitivity
 Ceftriaxone for injection is contraindicated in patients with known hypersensitivity to ceftriaxone, any of its excipients or to any other cephalosporin. Patients with previous hypersensitivity reactions to penicillin and other beta lactam antibacterial agents may be at greater risk of hypersensitivity to ceftriaxone 
 (see 
 WARNINGS Ã¢â‚¬Â°Ãƒâ€ºÃƒâ€™ Hypersensitivity
 
  
 Neonates
 
  
 
  
 Premature neonates
 Ceftriaxone for injection is contraindicated in premature neonates up to a postmenstrual age of 41 weeks (gestational age + chronological age).
 
  
 
  
 Hyperbilirubinemic neonates: 
 Hyperbilirubinemic neonates should not be treated with ceftriaxone for injection. Ceftriaxone can displace bilirubin from its binding to serum albumin, leading to a risk of bilirubin encephalopathy in these patients.
 
  
 Neonates Requiring Calcium Containing IV Solutions
 Ceftriaxone for injection is contraindicated in neonates (Ã¢â‚¬Â°Ãƒ__ 28 days) if they require (or are expected to require) treatment with calcium-containing IV solutions, including continuous calcium- containing infusions such as parenteral nutrition because of the risk of precipitation of ceftriaxone-calcium 
 (see 
 CLINICAL PHARMACOLOGY
 WARNINGS 
 DOSAGE AND ADMINISTRATION
 Cases of fatal outcomes in which a crystalline material was observed in the lungs and kidneys at autopsy have been reported in neonates receiving ceftriaxone for injection and calcium- containing fluids.
 In some of these cases, the same intravenous infusion line was used for both ceftriaxone for injection and calcium-containing fluids and in some a precipitate was observed in the intravenous infusion line. There have been no similar reports in patients other than neonates.
 
  
 Lidocaine
 Intravenous administration of ceftriaxone solutions containing lidocaine is contraindicated. When lidocaine solution is used as a solvent with ceftriaxone for intramuscular injection, exclude all contraindications to lidocaine. Refer to the prescribing information of lidocaine.",ENCEPHALOPATHY,CEFTRIAXONE,Contraindication,Contraindication,Effect,Effect,DOID_936,CEFTRIAXONE,DB01212,../DailyMedExtracter/prescription/temp_xml/f11612a1-dfdb-48f0-8d73-48ce1fd53e31.xml,contraindication,Effect,2,Effect,
94.0,"['Trospium chloride tablets are contraindicated in patients with:', None, '\n ', 'urinary retention', 'gastric retention', 'uncontrolled narrow-angle glaucoma.', 'known hypersensitivity to the drug or its ingredients. Angioedema, rash and anaphylactic reaction have been reported.', None, '\n ', 'Trospium chloride tablets are contraindicated in\n\t\n ', '\n ', 'patients with urinary retention, gastric retention, or uncontrolled narrow-angle glaucoma, and in patients who are at risk for these conditions (\n ', '4', 'patients with known hypersensitivity (\n ', '4']",GLAUCOMA,TROSPIUM,Contraindication,Contraindication,Contraindication,Contraindication,DOID_1686,TROSPIUM CHLORIDE,DB00209,../DailyMedExtracter/prescription/temp_xml/7549848a-a783-0646-e053-2991aa0a5055.xml,contraindication,Contraindication,3,,
95.0,"Anuria, hepatic coma or precoma, known allergy or hypersensitivity to metolazone.",ANURIA,METOLAZONE,Contraindication,Contraindication,Contraindication,Contraindication,DOID_2983,Metolazone,DB00524,../DailyMedExtracter/prescription/temp_xml/20d39fb1-12c2-4010-8010-ef55d8f48a08.xml,contraindication,Contraindication,3,,
96.0,"Hypersensitivity to acetazolamide or any excipients in the formulation. Since acetazolamide is a sulfonamide derivative, cross sensitivity between acetazolamide, sulfonamides and other sulfonamide derivatives is possible. 
 Acetazolamide therapy is contraindicated in situations in which sodium and/or potassium blood serum levels are depressed, in cases of marked kidney and liver disease or dysfunction, in suprarenal gland failure, and in hyperchloremic acidosis. It is contraindicated in patients with cirrhosis because of the risk of development of hepatic encephalopathy. 
 Long-term administration of acetazolamide is contraindicated in patients with chronic noncongestive angle-closure glaucoma since it may permit organic closure of the angle to occur while the worsening glaucoma is masked by lowered intraocular pressure.",CIRRHOSIS,acetazolamide,Indication: treatment,Contraindication,Contraindication,Contraindication,DOID_5082,Acetazolamide,DB00819,../DailyMedExtracter/prescription/temp_xml/521838b0-a10d-495f-a014-f9ff25a6b6f3.xml,contraindication,Contraindication,3,,
97.0,"Chenodiol is contraindicated in the presence of know hepatocyte dysfunction or bile ductal abnormalities such as intrahepatic cholestasis, primary biliary cirrhosis or sclerosing cholangitits (see Warnings); a gallbladder confirmed as nonvisualizing after two consecutive single doses of dye; radiopaque stones; or gallstone complications or compelling reasons for gallbladder surgery including unremitting acute cholecystitis, cholangitis, biliary obstruction, gallstone pancreatitis, or biliary gastrointestinal fistula.
 
  
 Pregnancy Category X:
 Chenodiol may cause fetal harm when administered to a pregnant woman. Serious hepatic, renal and adrenal lesions occurred in fetuses of female Rhesus monkeys given 60 to 90 mg/kg/day (4 to 6 times the maximum recommended human dose, MRHD) from day 21 to day 45 of pregnancy. Hepatic lesions also occurred in neonatal baboons whose mothers had received 18 to 38 mg/kg ( 1 to 2 times the MRHD), all during pregnancy. Fetal malformations were not observed. Neither fetal liver damage nor fetal abnormalities occurred in reproduction studies in rats and hamsters. No human data are available at this time. Chenodiol is contraindicated in women who are or may become pregnant. If this drug is used during pregnancy, or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential hazard to the fetus.",CIRRHOSIS,CHENODIOL,Effect,Contraindication,Contraindication,Effect,DOID_5082,Chenodiol,DB06777,../DailyMedExtracter/prescription/temp_xml/9aca5e67-d2c3-4e21-a584-4d90cfc70bd4.xml,contraindication,Contraindication,2,Contraindication,
98.0,"Diltiazem hydrochloride injection is contraindicated in:
 
  
 Patients with sick sinus syndrome except in the presence of a functioning ventricular pacemaker. 
 
 Patients with second- or third-degree AV block except in the presence of a functioning ventricular pacemaker. 
 
 Patients with severe hypotension or cardiogenic shock. 
 
 Patients who have demonstrated hypersensitivity to the drug. 
 
 Intravenous diltiazem and intravenous beta-blockers should not be administered together or in close proximity (within a few hours). 
 
 Patients with atrial fibrillation or atrial flutter associated with an accessory bypass tract such as in WPW syndrome or short PR syndrome. As with other agents which slow AV nodal conduction and do not prolong the refractoriness of the accessory pathway (e.g., verapamil, digoxin), in rare instances patients in atrial fibrillation or atrial flutter associated with an accessory bypass tract may experience a potentially life-threatening increase in heart rate accompanied by hypotension when treated with diltiazem hydrochloride injection. As such, the initial use of diltiazem hydrochloride injection should be, if possible, in a setting where monitoring and resuscitation capabilities, including DC cardioversion/defibrillation, are present (see 
 
  
 OVERDOSAGE
 Patients with ventricular tachycardia. Administration of other calcium channel blockers to patients with wide complex tachycardia (QRS Ã¢â‚¬Â°Ãƒ_Ã‚Â´0.12 seconds) has resulted in hemodynamic deterioration and ventricular fibrillation. It is important that an accurate pretreatment diagnosis distinguish wide complex QRS tachycardia of superventricular origin from that of ventricular origin prior to administration of diltiazem hydrochloride injection.",AV BLOCK,DILTIAZEM,Effect,Contraindication,Contraindication,Contraindication,DOID_0050820,Diltiazem Hydrochloride,DB00343,../DailyMedExtracter/prescription/temp_xml/10d5a837-21c0-4173-945c-5742340f5381.xml,contraindication,Contraindication,3,,
99.0,"Orphenadrine citrate extended-release tablets are contraindicated in patients with glaucoma, pyloric or duodenal obstruction, stenosing peptic ulcers, prostatic hypertrophy or obstruction of the bladder neck, cardio-spasm (mega-esophagus) and myasthenia gravis. Orphenadrine citrate tablets are contraindicated in patients who have demonstrated a previous hypersensitivity to the drug.",GLAUCOMA,ORPHENADRINE,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_1686,Orphenadrine Citrate,DB01173,../DailyMedExtracter/prescription/temp_xml/f9cb8829-a59e-4205-bc32-8145376179a3.xml,contraindication,Contraindication,3,,
101.0,"Leflunomide tablets are contraindicated in patients with known hypersensitivity to leflunomide or any of the other components of leflunomide tablets.
 Leflunomide tablets can cause fetal harm when administered to a pregnant woman. Leflunomide, when administered orally to rats during organogenesis at a dose of 15 mg/kg, was teratogenic (most notably anophthalmia or microophthalmia and internal hydrocephalus). The systemic exposure of rats at this dose was approximately 1/10 the human exposure level based on AUC. Under these exposure conditions, leflunomide also caused a decrease in the maternal body weight and an increase in embryolethality with a decrease in fetal body weight for surviving fetuses. In rabbits, oral treatment with 10 mg/kg of leflunomide during organogenesis resulted in fused, dysplastic sternebrae. The exposure level at this dose was essentially equivalent to the maximum human exposure level based on AUC. At a 1 mg/kg dose, leflunomide was not teratogenic in rats and rabbits.
 When female rats were treated with 1.25 mg/kg of leflunomide beginning 14 days before mating and continuing until the end of lactation, the offspring exhibited marked (greater than 90%) decreases in postnatal survival. The systemic exposure level at 1.25 mg/kg was approximately 1/100 the human exposure level based on AUC.
 Leflunomide tablets are contraindicated in women who are or may become pregnant. If this drug is used during pregnancy, or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential hazard to the fetus.",HYDROCEPHALUS,LEFLUNOMIDE,Indication: Symptomatic relief,Effect,Effect,Effect,DOID_10908,Leflunomide,DB01097,../DailyMedExtracter/prescription/temp_xml/be0d579b-3b66-4227-b532-b0ee186a24ad.xml,contraindication,Effect,3,,
1.0,"['DURLAZA is indicated to:', None, '\n                     ', 'Reduce the risk of death and myocardial infarction (MI) in patients with chronic coronary artery disease, such as patients with a history of MI or unstable angina pectoris or with chronic stable angina', 'Reduce the risk of death and recurrent stroke in patients who have had an ischemic stroke or transient ischemic attack', '\n                     ', '\n                        ', 'Limitation of Use', 'DURLAZA is a nonsteroidal anti-inflammatory drug indicated to reduce the risk of death and myocardial infarction (MI) in patients with chronic coronary artery disease, such as patients with a history of MI or unstable angina pectoris or with chronic stable angina and to reduce the risk of death and recurrent stroke in patients who have had an ischemic stroke or transient ischemic attack\xa0\xa0', '(1)', '\n                           ', 'Limitation of Use', ':', '(1,', '\xa04)', None]",MYOCARDIAL INFARCTION,Aspirin,"indication_symptomatic_relief
effect
effect",Indication: Treatment,Indication: Treatment,Indication: Symptomatic Relief,DOID_5844,,DB00945,6461fd18-6b4d-809a-73f4-fd0c23a99291.xml,effect,Indication: Treatment,2,Indication: Treatment,
2.0,"INNOPRAN XL

Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program‰Ûªs Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).
Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.
Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmåÊHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.
Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.
INNOPRAN XL is a beta adrenergic blocker indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. (
1
Limitation of Use: INNOPRAN XL is not indicated for the treatment of hypertensive emergencies. (
1",MYOCARDIAL INFARCTION,PROPRANOLOL,"effect
effect
indication_treatment",Indication: Treatment,Indication: Treatment,Effect,DOID_5844,,DB00571,8a9095b7-48a2-4920-9b5e-08a05c21d089.xml,effect,Indication: Treatment,2,Indication: Treatment,
