DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
1048	erythromycin	Gonorrhea	C0018081	15628003	DOID:7551
1054	esmolol	Perioperative hypertension	C3661921	434711000124103	
1055	esomeprazole	Pathological Gastric Hypersecretory Condition			
3333	meclocycline	Haemophilus Influenzae Acute Otitis Media			
3333	meclocycline	Sinusitis	C0037199	36971009	
3408	oxiconazole	Tinea pedis	C0040259	6020002	DOID:12403
4213	hydrocortisone acetate	Erythroderma	C0011606	399992009	
4213	hydrocortisone acetate	Sarcoidosis	C0036202	31541009	DOID:11335
4191	fesoterodine	Urgent desire to urinate	C0085606	75088002	
4265	gentamicin	Complicated Bacterial Peritonitis			
4265	gentamicin	Paronychia	C0030578	71906005	DOID:13117
4265	gentamicin	Sepsis of the newborn	C0456103	206376005	
1790	metronidazole	Septicemia due to Bacteroides	C0276064	79587009	
1809	milrinone	Decompensated cardiac failure	C0581377	195111005	
1775	methysergide	Migraine Prevention			
1872	naftifine	Tinea cruris	C1384589	399029005	
2697	tolcapone	Parkinson's disease	C0030567	49049000	DOID:14330
2763	triprolidine	Allergic rhinitis	C2607914	61582004	
1072	ethadione	Epilepsy	C0014544	84757009	DOID:1826
1261	fusidic acid	Punctate keratitis	C0259799	42513006	DOID:12197
1258	furosemide	Hypertensive disorder	C0020538	38341003	DOID:10763
1261	fusidic acid	Streptococcal infectious disease	C0038395	85769006	
4265	gentamicin	Proteus septicemia	C0577690	300986008	
4247	neomycin	Superficial Ocular Infection			
4456	hydrocortisone succinate	Multiple sclerosis	C0026769	24700007	DOID:2377
4392	cisplatin	Invasive Bladder Malignancy			
4485	diflorasone diacetate	Atopic dermatitis	C0011615	24079001	DOID:3310
1967	norfloxacin	Proteus Prostatitis			
1967	norfloxacin	Complicated E. Coli Peritonitis			
1967	norfloxacin	Skin and Skin Structure Citrobacter Infection			
1963	norethindrone acetate	Acne vulgaris	C0001144	88616000	
2838	ergocalciferol	Familial x-linked hypophosphatemic vitamin D refractory rickets	C3536984	82236004	
2803	valproic acid	Absence seizure	C0014553	79631006	DOID:1825
3135	desonide	Lichen simplex chronicus	C0149922	53891004	
3135	desonide	Scalp psoriasis	C0406326	238608008	
3135	desonide	Contact dermatitis	C0011616	40275004	DOID:2773
1176	flecainide	Paroxysmal atrial fibrillation	C0235480	282825002	
1210	fluoxymesterone	Deficiency of testosterone biosynthesis	C0342527	38825009	
1210	fluoxymesterone	Delayed puberty	C0034012	400003000	
1205	fluocinonide	Discoid lupus erythematosus	C0024138	200938002	
1280	gatifloxacin	Proteus urinary tract infection	C0577709	301012009	
1358	heparin	Peripheral arterial embolism	C0564750	286959000	
4293	magnesium oxide	Hypomagnesemia	C0151723	190855004	
4507	halcinonide	Granuloma annulare	C0085074	65508009	DOID:3777
4507	halcinonide	Plaque psoriasis	C0406317	200965009	
26	fluorouracil	Malignant tumor of stomach	C0024623	363349007	DOID:10534
3909	clindamycin phosphate	Clostridium Perfringens Empyema			
3508	pyrithione	Nasal discharge	C1260880	64531003	
3521	rasagiline	Parkinson's disease	C0030567	49049000	DOID:14330
3325	lodoxamide	Vernal Keratitis			
3333	meclocycline	Pharyngitis	C0031350	405737000	DOID:2275
3333	meclocycline	Granuloma inguinale	C0018190	28867007	DOID:9113
4239	calcium carbonate	Hypocalcemia	C0020598	5291005	
1402	hyoscyamine	Dysuria	C0013428	49650001	
1388	hydrocortisone	Autoimmune hemolytic anemia	C0002880	413603009	DOID:718
1388	hydrocortisone	Disorder of eye	C0015397	371405004	DOID:5614
4265	gentamicin	Infective blepharitis	C0729587	312219000	
4247	neomycin	Bacterial keratitis	C0854211	314557000	
1579	lidocaine	Mouth Irritation			
1569	levofloxacin	Staphylococcus Aureus Bronchitis			
1569	levofloxacin	Proteus urinary tract infection	C0577709	301012009	
1569	levofloxacin	Haemophilus influenzae pneumonia	C0276026	70036007	
1714	mestranol	Female hypogonadism syndrome	C0271578	16041008	
1659	medroxyprogesterone	Atrophic vaginitis	C0221392	52441000	DOID:11968
1649	meclozine	Motion sickness	C0026603	37031009	DOID:2951
4433	calcium glucoheptonate	Cardiac arrest	C0018790	410429000	DOID:0060319
4456	hydrocortisone succinate	Systemic Dermatomyositis			
4445	carbamide peroxide	Impacted cerumen	C0021092	18070006	
1662	medrysone	Allergic conjunctivitis	C0009766	473460002	DOID:11204
1585	liothyronine	Diagnostic Test for Thyroid Dysfunction			
1606	lorazepam	Panic disorder	C0030319	371631005	DOID:594
1751	methotrexate	Osteosarcoma of bone	C0585442	307576001	DOID:3376
4519	potassium citrate	Uric acid renal calculus	C0558595	274401005	
4554	fluticasone furoate	Chronic Non-Allergic Rhinitis			
1790	metronidazole	Abdominal abscess	C0243001	75100008	
1790	metronidazole	Peptostreptococcus Endometritis			
1813	minocycline	Yaws	C0043388	70647001	DOID:10371
1813	minocycline	Rickettsialpox	C0035597	75096007	DOID:11103
1790	metronidazole	Vaginal Cuff Surgery Post-Op Peptococcus Infection			
1832	mometasone furoate	Atopic dermatitis	C0011615	24079001	DOID:3310
1807	miglustat	Glucosylceramide beta-glucosidase deficiency	C0017205	190794006	DOID:1926
1883	naproxen	Ankylosing spondylitis	C0038013	9631008	DOID:7147
1897	neostigmine	Retention of urine	C0080274	267064002	
1912	niclosamide	Hymenolepiasis Infections			
85	aciclovir	Recurrent herpes simplex labialis	C1274321	402892009	
157	amikacin	Pneumonia due to Gram negative bacteria	C0854248	430395005	
157	amikacin	Serratia Complicated UTI			
157	amikacin	Enterobacter Pneumonia			
176	amiodarone	Life-Threatening Ventricular Tachycardia			
198	ampicillin	Haemophilus influenzae pneumonia	C0276026	70036007	
197	amphotericin B	Inclusion conjunctivitis	C0009770	266109000	DOID:13800
257	atorvastatin	Hypertriglyceridemia	C0020557	302870006	
1981	ofloxacin	Staphylococcus Epidermidis Urinary Tract Infection			
1967	norfloxacin	Skin and Skin Structure Proteus Infection			
1967	norfloxacin	Serratia Urinary Tract Infection			
2031	oxymesterone	Congenital myotonia, autosomal dominant form	C2936781	57938005	
1996	orlistat	Obesity	C0028754	414916001	DOID:9970
2017	oxcarbazepine	Simple partial seizure	C0234974	117891000119100	
279	aztreonam	Proteus Endometritis			
279	aztreonam	Sepsis due to Gram negative bacteria	C3163829	449082003	
348	betamethasone	Eruption of skin	C0015230	271807003	DOID:0050486
323	benzocaine	Mouth Irritation			
2100	perazine	Vomiting	C0042963	422400008	
2108	perindopril	Hypertensive disorder	C0020538	38341003	DOID:10763
2082	benzylpenicillin	Infection due to Staphylococcus aureus	C1318973	406602003	
2065	pargyline	Hypertensive disorder	C0020538	38341003	DOID:10763
353	betamethasone dipropionate	Pruritus of genital organs	C0033777	267802000	
403	bromocriptine	Hyperprolactinemia	C0020514	237662005	DOID:12700
489	carbamazepine	Trigeminal neuralgia	C0040997	31681005	DOID:12098
2245	prednisolone	Aspiration pneumonitis	C1761609	155597006	
2240	prazepam	Insomnia	C0917801	193462001	
2282	proguanil	Falciparum malaria	C0024535	62676009	DOID:14067
2274	prochlorperazine	Prolonged-Severe Nausea and Vomiting			
2268	probenecid	Hyperuricemia	C0740394	35885006	DOID:1920
546	cefotaxime	Pseudomonas Aeruginosa Urinary Tract Infection			
537	cefixime	Gonorrhea	C0018081	15628003	DOID:7551
542	cefonicid	Infection of bone	C2242472	111253001	
542	cefonicid	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
530	cefazolin	Cholangitis	C0008311	82403002	DOID:9446
559	ceftazidime	Klebsiella Pneumoniae Peritonitis			
559	ceftazidime	Inflammatory Disease of Female Pelvic Organs			
550	cefoxitin	Cesarean Section Infection Prevention			
547	cefotetan	Streptococcus pyogenes infection	C0554628	302809008	
547	cefotetan	Acute gonococcal endometritis	C0153196	65295003	DOID:7527
564	ceftriaxone	Infection due to Enterobacteriaceae	C0014347	128945009	
563	ceftizoxime	Bacterial peritonitis	C0341503	197171003	
2382	riluzole	Amyotrophic lateral sclerosis	C0002736	86044005	DOID:332
2396	rocuronium	General anesthesia	C0002915	50697003	
2358	ranitidine	Maintenance of Healing Gastric Ulcer			
2446	sirolimus	Renal cell carcinoma	C0007134	702391001	DOID:4450
1962	norethisterone	Endometriosis	C0014175	129103003	DOID:289
2132	pheniramine	Anaphylaxis Adjunct			
563	ceftizoxime	Providencia Urinary Tract Infection			
611	chloroxine	Seborrheic dermatitis	C0036508	50563003	DOID:8741
616	chlorphenamine	Allergic rhinitis	C2607914	61582004	
2543	sumatriptan	Cluster headache syndrome	C0009088	193031009	
2481	streptomycin	Pulmonary tuberculosis	C0041327	154283005	DOID:2957
2611	tetracycline	Gonorrhea of rectum	C0275665	42746002	
2611	tetracycline	Bronchitis	C0006277	32398004	DOID:6132
2581	telithromycin	Pneumococcal pneumonia	C0155862	233607000	
2075	pemoline	Attention deficit hyperactivity disorder	C1263846	406506008	
2046	palonosetron	Chemotherapy-induced nausea and vomiting	C0401160	236084000	
2152	phenytoin	Epilepsy characterized by intractable complex partial seizures	C2711653	442481002	
678	clindamycin	Intra-Abdominal Anaerobic Abscess			
669	clavulanic acid	Staphylococcal pneumonia	C0032308	22754005	
668	clarithromycin	Streptococcal tonsillitis	C0275804	41582007	
722	clozapine	Suicidal Behavior in Schizoaffective Disorder			
719	clotrimazole	Tinea cruris	C1384589	399029005	
734	cortisone acetate	Psoriasis with arthropathy	C0003872	33339001	DOID:9008
2610	tetracaine	Skin irritation	C0152030	367466007	
2572	tazobactam	Bacteroides Appendicitis			
2716	travoprost	Open-angle glaucoma	C0017612	84494001	DOID:1067
2722	tretinoin	Chloasma	C0025218	36209000	
2707	topotecan	Small cell carcinoma of lung	C0149925	254632001	DOID:5409
2656	ticarcillin	Proteus septicemia	C0577690	300986008	
2630	thiethylperazine	Nausea	C0027497	422587007	
2633	thiopental	Benign intracranial hypertension	C0033845	68267002	DOID:11459
2640	thiouracil	Hyperthyroidism	C0020550	34486009	DOID:7998
2727	triamcinolone diacetate	Idiopathic thrombocytopenic purpura	C0043117	32273002	DOID:8924
2727	triamcinolone diacetate	Autoimmune hemolytic anemia	C0002880	413603009	DOID:718
2187	piperacillin	Klebsiella cystitis	C0520775	60867007	
2187	piperacillin	E. Coli Complicated Appendicitis			
2187	piperacillin	Urinary tract infection caused by Klebsiella	C4076057	369001000119100	
2253	prednisone	Inflammatory bowel disease	C0021390	24526004	DOID:0050589
2245	prednisolone	Systemic Dermatomyositis			
2239	pravastatin	Mixed hyperlipidemia	C0020474	267434003	DOID:13809
2284	promazine	Schizophrenia	C0036341	58214004	
749	cyclizine	Sneezing	C0037383	76067001	
802	demeclocycline	Pneumonia	C0032285	233604007	DOID:552
786	daunorubicin	Erythroleukemia, FAB M6	C0023440	93451002	
824	dexamethasone	Burkitt's lymphoma	C0006413	118617000	DOID:8584
841	dexamfetamine	Attention deficit hyperactivity disorder	C1263846	406506008	
2727	triamcinolone diacetate	Bursitis	C0006444	84017003	DOID:2965
2727	triamcinolone diacetate	Eruption of skin	C0015230	271807003	DOID:0050486
2777	trovafloxacin	Gardnerella Postpartum Infection			
2390	ritodrine	Premature labor	C0022876	6383007	
864	dichlorphenamide	Secondary glaucoma	C0149893	95717004	
925	dirithromycin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
2855	zafirlukast	Asthma	C0004096	195967001	DOID:2841
4123	lubiprostone	Irritable bowel syndrome characterized by constipation	C1868889	440630006	
3909	clindamycin phosphate	Staphylococcal septicemia	C0152965	111821004	
2475	spironolactone	Chronic heart failure	C0264716	48447003	
2611	tetracycline	Yaws	C0043388	70647001	DOID:10371
2611	tetracycline	Gingivostomatitis	C0149704	20607006	
2611	tetracycline	Rectal Chlamydia Trachomatis Infection			
2607	testosterone	Inhibition of lactation procedure	C0546981	43141007	
2561	tamoxifen	Infiltrating duct carcinoma of breast	C1134719	408643008	DOID:3008
3524	resorcinol	Itching of skin	C0033774	418363000	
4239	calcium carbonate	Indigestion	C0013395	162031009	DOID:2321
2579	tegaserod	Chronic idiopathic constipation	C0267509	82934008	
2706	topiramate	Simple partial seizure	C0234974	117891000119100	
2725	triamcinolone	Tenosynovitis	C0039520	67801009	DOID:970
2725	triamcinolone	Giant cell arteritis	C0039483	414341000	DOID:13375
2720	treprostinil	Pulmonary arterial hypertension	C2973725	11399002	
2656	ticarcillin	Providencia Septicemia			
2727	triamcinolone diacetate	Adrenal cortical hypofunction	C0405580	386584007	DOID:10493
1118	everolimus	Subependymal Giant Cell Astrocytoma associated with Tuberous Sclerosis			
1083	ethionamide	Pulmonary tuberculosis	C0041327	154283005	DOID:2957
1232	leucovorin	Adjunct to Fluorouracil Treatment of Colorectal Cancer			
1236	fondaparinux	Deep venous thrombosis	C0149871	128053003	
1239	formoterol	Bronchospasm Prevention with COPD			
1261	fusidic acid	Bartonellosis	C0004771	266123003	DOID:11102
1261	fusidic acid	Pneumonia	C0032285	233604007	DOID:552
1217	fludroxycortide	Primary cutaneous T-cell lymphoma	C0079773	400122007	
1217	fludroxycortide	Atopic dermatitis	C0011615	24079001	DOID:3310
1261	fusidic acid	Scrub typhus	C0036472	271425001	DOID:13371
4146	testosterone propionate	Hormone receptor positive malignant neoplasm of breast	C1562029	417181009	
4265	gentamicin	Synergy for Pseudomonas Aeruginosa Septicemia			
4265	gentamicin	Synergy for Citrobacter Meningitis			
4265	gentamicin	Synergy for Serratia Meningitis			
4265	gentamicin	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
4265	gentamicin	Proteus pneumonia	C1260917	195888009	
4479	calcium citrate	Postmenopausal osteoporosis	C0029458	102447009	
2831	retinol	Mineral Deficiency Prevention			
2818	vidarabine	Herpes simplex keratitis	C0019357	9389005	
2777	trovafloxacin	Peptostreptococcus Pelvic Cellulitis			
2801	valganciclovir	Prevention of CMV Disease After Cardiac Transplantation			
2977	caspofungin	Intra-Abdominal Candida Abscess			
1336	guaifenesin	Sinus headache	C0037195	4969004	
1316	glycerol	Constipation	C0009806	14760008	DOID:2089
1327	goserelin	Advanced Prostatic Carcinoma			
4434	calcium glycerylphosphate	Disorder of electrolytes	C1704431	237840007	
4456	hydrocortisone succinate	Bursitis	C0006444	84017003	DOID:2965
4347	benzathine benzylpenicillin	Streptococcal infectious disease	C0038395	85769006	
4505	choline fenofibrate	Hypoalphalipoproteinemia	C0473527	190785000	
4296	potassium iodide	Allergic rhinitis	C2607914	61582004	
3051	butamben	Skin irritation	C0152030	367466007	
3064	capsaicin	Backache	C0004604	161891005	
2847	warfarin	Prevention of deep vein thrombosis	C2585945	439993001	
2868	zoledronic acid	Osteolytic Lesions of Multiple Myeloma			
2332	pyrimethamine	Toxoplasmosis	C0040558	187192000	DOID:9965
2445	simvastatin	Hypertriglyceridemia	C0020557	302870006	
2445	simvastatin	Mixed hyperlipidemia	C0020474	267434003	DOID:13809
2419	salmeterol	Allergic asthma	C0155877	389145006	DOID:9415
2514	sulfamethoxazole	Escherichia coli urinary tract infection	C0577708	301011002	
2500	sulfadiazine	Burn Wound Infections			
2552	tacrolimus	Liver transplant rejection	C0400968	235911006	
960	doxorubicin	Malignant tumor of ovary	C1140680	363443007	DOID:2394
962	doxylamine	Nasal discharge	C1260880	64531003	
953	doxapram	Decreased respiratory function	C0235063	80954004	
920	diphenylpyraline	Nasal discharge	C1260880	64531003	
1024	ephedrine	Common cold	C0009443	82272006	DOID:10459
1742	methdilazine	Sneezing	C0037383	76067001	
1813	minocycline	Pneumonia	C0032285	233604007	DOID:552
1790	metronidazole	Intra-Abdominal Clostridium Abscess			
1795	mezlocillin	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
1786	metoprolol	Chronic heart failure	C0264716	48447003	
522	carvedilol	Hypertensive disorder	C0020538	38341003	DOID:10763
546	cefotaxime	Klebsiella Pneumoniae Peritonitis			
546	cefotaxime	Enterococcus Endometritis			
539	cefmetazole	Haemophilus influenzae pneumonia	C0276026	70036007	
539	cefmetazole	Lower respiratory tract infection	C0149725	50417007	
535	cefepime	Bacterial urinary infection	C0729524	312124009	
542	cefonicid	Pneumonia	C0032285	233604007	DOID:552
527	cefamandole	Infectious disease of abdomen	C1112209	128070006	
527	cefamandole	Pneumonia due to Streptococcus	C0155862	34020007	
527	cefamandole	E. Coli Peritonitis			
555	cefpodoxime proxetil	Bacterial urinary infection	C0729524	312124009	
550	cefoxitin	Bacteroides Pelvic Inflammatory Disease			
562	ceftibuten	Streptococcus pyogenes infection	C0554628	302809008	
563	ceftizoxime	Septicemia due to Bacteroides	C0276064	79587009	
571	cefalexin	Infection due to Staphylococcus aureus	C1318973	406602003	
2611	tetracycline	Acne vulgaris	C0001144	88616000	
2597	terbinafine	Tinea corporis	C0040252	84849002	DOID:12179
1043	ergotamine	Cluster headache syndrome	C0009088	193031009	
1863	nabumetone	Rheumatoid arthritis	C0003873	69896004	DOID:7148
1981	ofloxacin	E. Coli Cystitis			
1967	norfloxacin	Pseudomonas Aeruginosa Urinary Tract Infection			
1981	ofloxacin	Bacterial conjunctivitis	C0009768	128350005	DOID:9700
1942	nisoldipine	Hypertensive disorder	C0020538	38341003	DOID:10763
1962	norethisterone	Primary ovarian failure	C0271606	65846009	DOID:5426
1963	norethindrone acetate	Dysfunctional uterine bleeding	C0025874	19155002	
1965	norethynodrel	Contraception	C0700589	13197004	
2031	oxymesterone	Hormone receptor positive malignant neoplasm of breast	C1562029	417181009	
2041	oxytetracycline	Yaws	C0043388	70647001	DOID:10371
575	cefapirin	Klebsiella Pneumoniae Osteomyelitis			
565	cefuroxime	Open Heart Surgery Infection Prevention			
616	chlorphenamine	Common cold	C0009443	82272006	DOID:10459
659	ciprofloxacin	Serratia Urinary Tract Infection			
2749	alimemazine	Itching of skin	C0033774	418363000	
2726	triamcinolone acetonide	Adrenal cortical hypofunction	C0405580	386584007	DOID:10493
2726	triamcinolone acetonide	Ankylosing spondylitis	C0038013	9631008	DOID:7147
2777	trovafloxacin	Prevotella Septic Abortion			
1261	fusidic acid	Synergy for Citrobacter Meningitis			
1261	fusidic acid	Infection due to Staphylococcus aureus	C1318973	406602003	
1272	galantamine	Alzheimer's disease	C0002395	26929004	DOID:10652
2095	pentobarbital	Severe anxiety (panic)	C0231403	80583007	
2083	phenoxymethylpenicillin	Scarlet fever	C0036285	30242009	DOID:8596
2083	phenoxymethylpenicillin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
2082	benzylpenicillin	Actinomycotic infection	C0001261	11817007	DOID:8478
2082	benzylpenicillin	Meningococcemia	C0025306	4089001	
725	codeine	Allergic rhinitis	C2607914	61582004	
722	clozapine	Suicidal Behavior in Schizophrenia			
734	cortisone acetate	Cyclitis	C0010543	17657000	
2777	trovafloxacin	Bacteroides Septic Abortion			
2798	valaciclovir	Genital herpes simplex	C0019342	33839006	DOID:8704
3083	cetylpyridinium	Mouth Irritation			
2999	pyrantel	Mixed intestinal infection due to Class Cestoda and/or Class Trematoda and/or Phylum Nemata	C0153303	90679001	
1379	homatropine	Irritable bowel syndrome	C0022104	10743008	DOID:9778
1349	ulobetasol propionate	Contact dermatitis	C0011616	40275004	DOID:2773
1386	hydrocodone	Common cold	C0009443	82272006	DOID:10459
1388	hydrocortisone	Sarcoidosis	C0036202	31541009	DOID:11335
1388	hydrocortisone	Berylliosis	C0005138	8247009	DOID:10322
1519	kanamycin	Cholangitis	C0008311	82403002	DOID:9446
1527	ketoconazole	Tinea pedis	C0040259	6020002	DOID:12403
2149	phenylpropanolamine	Sinus headache	C0037195	4969004	
2187	piperacillin	Female genital tract infection	C1263758	125585007	
2245	prednisolone	Edema of larynx	C0023052	51599000	
2239	pravastatin	Arteriosclerotic vascular disease	C0003850	72092001	DOID:2349
2245	prednisolone	Progressive Diffuse Large B-Cell Lymphoma			
760	ciclosporin	Prevention of Kidney Transplant Rejection			
824	dexamethasone	Adrenal cortical hypofunction	C0405580	386584007	DOID:10493
838	dexpanthenol	Arthropod bite wound	C1444173	409985002	
2862	zileuton	Asthma management	C1318955	406162001	
4106	sucralfate	Maintenance of Healing Duodenal Ulcer			
4116	telavancin	Complicated Skin and Skin Structure Streptococcus Agalactiae Infection			
3620	tramazoline	Common cold	C0009443	82272006	DOID:10459
3558	sulfabenzamide	Gardnerella Vaginalis Bacterial Vaginosis			
3356	methyltestosterone	Inhibition of lactation procedure	C0546981	43141007	
1513	itraconazole	Histoplasmosis	C0019655	12962009	DOID:1731
1497	isoniazid	Inactive tuberculosis	C0275966	11999007	
1517	ixabepilone	Metastatic Breast Carcinoma			
1569	levofloxacin	Moraxella Catarrhalis Pneumonia			
2271	procaine	Life-Threatening Ventricular Tachycardia			
2328	pyrazinamide	Tuberculosis of meninges	C0041318	58437007	
2406	rosuvastatin	Familial type 3 hyperlipoproteinemia	C0020479	398796005	DOID:3145
863	dichlorophen	Secondary glaucoma	C0149893	95717004	
961	doxycycline	Chlamydial infection	C0008149	105629000	
962	doxylamine	Dermatographic urticaria	C0343065	7632005	DOID:743
4240	zinc oxide	Tinea pedis	C0040259	6020002	DOID:12403
4177	gabapentin enacarbil	Restless legs	C0035258	32914008	DOID:0050425
1694	mephentermine	Prevention of Hypotension During Spinal Anesthesia			
1594	lomefloxacin	Klebsiella cystitis	C0520775	60867007	
1768	methylprednisolone	Disorder of eye	C0015397	371405004	DOID:5614
2445	simvastatin	Myocardial Infarction Prevention			
2497	sulfacetamide	Seborrheic dermatitis	C0036508	50563003	DOID:8741
2497	sulfacetamide	Pityriasis simplex	C0423775	200767005	
2475	spironolactone	Aldosteronism	C0020428	88213004	DOID:446
2492	sulbactam	Intra-Abdominal E. Coli Abscess			
2457	solifenacin	Urge incontinence of urine	C0150045	87557004	
2611	tetracycline	Acute gonococcal cervicitis	C0153195	20943002	DOID:10615
934	levomenthol	Minor Skin Wound Pain			
1046	ertapenem	Postpartum Endomyometritis due to Porphyromonas			
4275	zinc sulfate	Zinc deficiency	C0235950	238124008	
4265	gentamicin	Synergy for Enterobacter Meningitis			
4265	gentamicin	Klebsiella Septicemia			
4265	gentamicin	Furunculosis	C0016867	112650006	
4425	colistin	Mastoidectomy Cavity Infections			
4456	hydrocortisone succinate	Crohn's disease	C0010346	34000006	
4456	hydrocortisone succinate	Pemphigus	C0030807	65172003	DOID:9182
4459	procaine benzylpenicillin	Infection due to Staphylococcus aureus	C1318973	406602003	
1768	methylprednisolone	Inflammatory bowel disease	C0021390	24526004	DOID:0050589
1728	methadone	Severe pain	C0278140	76948002	
1744	meticillin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
1757	methscopolamine	Vasomotor rhinitis	C0035460	8229003	DOID:4730
1790	metronidazole	Clostridium Endometritis			
1832	mometasone furoate	Asthma management	C1318955	406162001	
1832	mometasone furoate	Discoid lupus erythematosus	C0024138	200938002	
1832	mometasone furoate	Chronic Non-Allergic Rhinitis			
2607	testosterone	Menopausal flushing	C0600142	198436008	
2571	tazarotene	Facial Fine Wrinkling			
2707	topotecan	Malignant tumor of cervix	C0007847	363354003	DOID:4362
2684	tobramycin	Infective blepharitis	C0729587	312219000	
2621	thiabendazole	Ancylostoma Duodenale Infection			
2646	levothyroxine	Diagnostic Test for Thyroid Dysfunction			
2656	ticarcillin	Sepsis due to Staphylococcus aureus	C2887088	448417001	
1128	famciclovir	Recurrent herpes simplex labialis	C1274321	402892009	
1068	eszopiclone	Insomnia	C0917801	193462001	
1261	fusidic acid	Bacterial infection due to Serratia	C0085394	71120004	
1261	fusidic acid	Corneal abrasion	C0010032	85848002	
1261	fusidic acid	Disseminated Gonococcal Infection			
1261	fusidic acid	Inclusion conjunctivitis	C0009770	266109000	DOID:13800
1261	fusidic acid	Escherichia coli urinary tract infection	C0577708	301011002	
4310	lacosamide	Partial Epilepsy Treatment Adjunct			
4290	magnesium sulfate	Constipation	C0009806	14760008	DOID:2089
4510	magnesium salicylate	Headache disorder	C0393735	230461009	
1779	metipranolol	Ocular hypertension	C0028840	4210003	DOID:9282
1869	nafcillin	Staphylococcus Aureus Joint Infection			
1883	naproxen	Toothache	C0040460	27355003	
1967	norfloxacin	Nosocomial pneumonia	C0949083	425464007	
2726	triamcinolone acetonide	Cerebral edema	C0006114	2032001	DOID:4724
2726	triamcinolone acetonide	Subacute bursitis	C1290159	109298000	
2823	vinblastine	Carcinoma of female breast	C3163805	447782002	
2813	venlafaxine	Panic disorder	C0030319	371631005	DOID:594
2834	riboflavin	Vitamin deficiency	C1510471	85670002	
1204	fluocinolone acetonide	Pityriasis simplex	C0423775	200767005	
1187	fluconazole	Candidal Urinary Tract Infection			
1175	flavoxate	Increased Urinary Frequency			
1175	flavoxate	Dysuria	C0013428	49650001	
1329	granisetron	Prevention of Post-Operative Nausea and Vomiting			
1329	granisetron	Prevention of Radiation-Induced Nausea and Vomiting			
66	acetylcysteine	Atelectasis due to Mucous Obstruction			
74	acetylsalicylic acid	Toothache	C0040460	27355003	
74	acetylsalicylic acid	Myocardial infarction	C0027051	22298006	DOID:5844
82	acrivastine	Allergic rhinitis	C2607914	61582004	
136	alprazolam	Panic disorder	C0030319	371631005	DOID:594
157	amikacin	Bacterial septicemia	C0684256	10001005	
734	cortisone acetate	Juvenile rheumatoid arthritis	C3495559	410795001	
726	colchicine	Gout Prevention			
734	cortisone acetate	Aphthous ulcer of mouth	C0038363	426965005	DOID:9663
802	demeclocycline	Infection due to Staphylococcus aureus	C1318973	406602003	
802	demeclocycline	Bronchitis	C0006277	32398004	DOID:6132
824	dexamethasone	Perforation of cornea	C0339293	74895004	
2809	vardenafil	Impotence	C0242350	397803000	
2838	ergocalciferol	Hypoparathyroidism	C0020626	36976004	DOID:11199
2777	trovafloxacin	E. Coli Endomyometritis			
3018	benzethonium	Minor Skin Wound Pain			
3135	desonide	Asthma	C0004096	195967001	DOID:2841
1402	hyoscyamine	Cholinesterase Inhibitors Toxicity			
1388	hydrocortisone	Disorder of musculoskeletal system	C0026857	928000	DOID:17
1452	iodamide	Arteriography of cerebral arteries	C0007767	3258003	
268	azatadine	Dermatographic urticaria	C0343065	7632005	DOID:743
276	azithromycin	Haemophilus influenzae pneumonia	C0276026	70036007	
830	dexbrompheniramine	Itching of skin	C0033774	418363000	
830	dexbrompheniramine	Urticaria	C0042109	126485001	
880	diflunisal	Chronic pain	C0150055	82423001	
3274	hematoporphyrin	High Grade Dysplasia associated with Barrett's Esophagus			
3952	guanabenz	Hypertensive disorder	C0020538	38341003	DOID:10763
4115	asenapine	Bipolar affective disorder, current episode manic	C0338873	191618007	
3356	methyltestosterone	Delayed puberty	C0034012	400003000	
1423	imatinib	Idiopathic hypereosinophilic syndrome	C0206141	423294001	
1423	imatinib	Gastrointestinal stromal tumor	C0238198	420120006	DOID:9253
1574	levorphanol	Pain	C0030193	22253000	
1579	lidocaine	Local Anesthesia for Ophthalmologic Procedure			
1530	ketotifen	Allergic conjunctivitis	C0009766	473460002	DOID:11204
956	doxepin	Lichen simplex chronicus	C0149922	53891004	
925	dirithromycin	Pneumonia due to Mycoplasma pneumoniae	C0032302	46970008	
983	econazole	Tinea corporis	C0040252	84849002	DOID:12179
1028	epinephrine	Pulmonary emphysema	C0034067	87433001	
3333	meclocycline	Rocky Mountain spotted fever	C0035793	186772009	
4220	telbivudine	Chronic type B viral hepatitis	C0524909	61977001	
4213	hydrocortisone acetate	Edema of larynx	C0023052	51599000	
4201	calcium chloride	Hyperkalemia	C0020461	14140009	
1605	loratadine	Chronic idiopathic urticaria	C0578870	302162004	
1611	loteprednol etabonate	Post-Op Ocular Inflammation			
494	pentoxyverine	Cough	C0010200	49727002	
492	carbenicillin	Bacterial urinary infection	C0729524	312124009	
546	cefotaxime	Pneumonia due to Escherichia coli	C0276089	51530003	
527	cefamandole	Streptococcal septicemia	C0152964	29577008	
559	ceftazidime	Skin and Skin Structure Serratia Infection			
